sample,D,k
0.0,0.35,1.0205483803681052
1.0,0.5,0.9793987263730011
2.0,0.1,1.0273040449231774
3.0,0.5,1.0467317858490297
4.0,0.25,1.0242840631989374
5.0,0.35,1.0592196114190977
6.0,0.25,0.971098887109869
7.0,0.1,1.0254885226299564
8.0,0.05,1.0146081671749625
9.0,0.5,0.9869048705997484
10.0,0.25,1.0133582431652202
11.0,0.5,1.068842192264226
12.0,0.25,1.2415683742348518
13.0,0.5,1.052410560894167
14.0,0.5,0.9987878814505968
15.0,0.35,1.032748448983529
16.0,0.1,1.021608917265971
17.0,0.35,1.0057628199541424
18.0,0.35,1.0206971302615049
19.0,0.5,1.027877323335989
20.0,0.25,1.0114039763316496
21.0,0.5,1.018590890607784
22.0,0.35,1.0217839790398369
23.0,0.5,1.023990105399832
24.0,0.1,1.0242378377484342
25.0,0.35,1.0407099767235386
26.0,0.1,1.0139000480418217
27.0,0.15,1.0020671277955644
28.0,0.1,1.0240157644803642
29.0,0.25,1.0238516106555031
30.0,0.05,1.0450447899686834
31.0,0.5,0.995834280879751
32.0,0.15,1.0197268655271112
33.0,0.35,1.0202262172074064
34.0,0.5,1.0478736868801124
35.0,0.35,1.0111056701426604
36.0,0.35,1.0313384740885898
37.0,0.5,1.0038223252530014
38.0,0.25,1.0670770629795594
39.0,0.05,1.0180342966707858
40.0,0.35,1.0194257854315585
41.0,0.1,1.2495171408958679
42.0,0.25,1.3421716824263294
43.0,0.1,1.0241319956452382
44.0,0.15,1.241580865144624
45.0,0.35,1.0057383921435936
46.0,0.05,1.0617963354699411
47.0,0.05,1.2405642722460601
48.0,0.35,1.0215069192505792
49.0,0.25,1.0525855435792597
