D,k,ndcg,p_marg,p_max,sample,set,top1,top10,top20,top3,top5,topk_auc
0.001,,0.4070679192957653,-150.47945868577233,-1.0,0.0,train,12.903225806451612,54.83870967741935,70.96774193548387,35.483870967741936,51.61290322580645,0.5516129032258065
0.005,,0.4089039696884827,-149.28155281396243,-1.0,0.0,train,12.903225806451612,54.83870967741935,70.96774193548387,35.483870967741936,51.61290322580645,0.5516129032258065
0.01,,0.4070679192957653,-149.05997162071856,-1.0,0.0,train,12.903225806451612,54.83870967741935,70.96774193548387,35.483870967741936,51.61290322580645,0.5516129032258065
0.05,,0.4085365424310592,-150.34437695436978,-1.0,0.0,train,12.903225806451612,54.83870967741935,70.96774193548387,35.483870967741936,51.61290322580645,0.5532258064516129
0.1,,0.4084715311373998,-152.27659268157308,-1.0,0.0,train,12.903225806451612,54.83870967741935,70.96774193548387,35.483870967741936,51.61290322580645,0.5516129032258065
0.2,,0.41448928834119697,-155.67497677838932,-1.0,0.0,train,12.903225806451612,54.83870967741935,70.96774193548387,35.483870967741936,51.61290322580645,0.5532258064516129
0.3,,0.41448928834119697,-158.82190863096244,-1.0,0.0,train,12.903225806451612,54.83870967741935,70.96774193548387,35.483870967741936,51.61290322580645,0.5532258064516129
0.5,,0.43036437502174446,-162.87893487002424,-1.0,0.0,train,19.35483870967742,54.83870967741935,70.96774193548387,35.483870967741936,51.61290322580645,0.5580645161290323
0.0,,,,,0.0,test,14.000000000000002,52.0,68.0,28.000000000000004,40.0,0.986
0.001,,0.4133927231152476,-143.2641205643802,-1.0,1.0,train,12.903225806451612,64.51612903225806,77.41935483870968,38.70967741935484,45.16129032258064,0.5854838709677419
0.005,,0.4133927231152476,-144.1499850847224,-1.0,1.0,train,12.903225806451612,64.51612903225806,77.41935483870968,38.70967741935484,45.16129032258064,0.5854838709677419
0.01,,0.41345773440890693,-145.0024988474659,-1.0,1.0,train,12.903225806451612,64.51612903225806,77.41935483870968,38.70967741935484,45.16129032258064,0.5870967741935483
0.05,,0.41550517083119953,-149.17355976647178,-1.0,1.0,train,12.903225806451612,64.51612903225806,77.41935483870968,38.70967741935484,45.16129032258064,0.5887096774193549
0.1,,0.41746117720790454,-152.60491912016283,-1.0,1.0,train,12.903225806451612,64.51612903225806,80.64516129032258,38.70967741935484,45.16129032258064,0.5887096774193549
0.2,,0.4194281535428518,-157.80798583683253,-1.0,1.0,train,12.903225806451612,64.51612903225806,77.41935483870968,38.70967741935484,45.16129032258064,0.5838709677419355
0.3,,0.42063051670677687,-161.94171745966815,-1.0,1.0,train,12.903225806451612,64.51612903225806,80.64516129032258,38.70967741935484,45.16129032258064,0.5854838709677419
0.5,,0.4160912537218662,-167.83038650612824,-1.0,1.0,train,12.903225806451612,64.51612903225806,80.64516129032258,35.483870967741936,45.16129032258064,0.5887096774193549
0.0,,,,,1.0,test,10.0,56.00000000000001,66.0,28.000000000000004,44.0,0.996
0.001,,0.37234185877599624,-148.73331505629974,-1.0,2.0,train,19.35483870967742,51.61290322580645,64.51612903225806,29.03225806451613,35.483870967741936,0.482258064516129
0.005,,0.37234185877599624,-147.39264495853777,-1.0,2.0,train,19.35483870967742,51.61290322580645,64.51612903225806,29.03225806451613,35.483870967741936,0.482258064516129
0.01,,0.37240687006965556,-147.03065845126548,-1.0,2.0,train,19.35483870967742,51.61290322580645,64.51612903225806,29.03225806451613,35.483870967741936,0.4838709677419355
0.05,,0.3734024314091288,-147.81341438618534,-1.0,2.0,train,19.35483870967742,51.61290322580645,64.51612903225806,29.03225806451613,35.483870967741936,0.4838709677419355
0.1,,0.3748060760451956,-149.57632866828882,-1.0,2.0,train,19.35483870967742,51.61290322580645,67.74193548387096,29.03225806451613,35.483870967741936,0.48870967741935484
0.2,,0.3702930501178309,-152.9492865335399,-1.0,2.0,train,19.35483870967742,51.61290322580645,64.51612903225806,29.03225806451613,35.483870967741936,0.4790322580645161
0.3,,0.37566493137730533,-155.9597053376625,-1.0,2.0,train,19.35483870967742,51.61290322580645,67.74193548387096,29.03225806451613,35.483870967741936,0.4870967741935484
0.5,,0.3841367667006925,-159.9159086415297,-1.0,2.0,train,22.58064516129032,51.61290322580645,67.74193548387096,29.03225806451613,35.483870967741936,0.49193548387096775
0.0,,,,,2.0,test,8.0,62.0,76.0,32.0,50.0,1.128
0.001,,0.4053614090060954,-163.71909783786637,-1.0,3.0,train,12.903225806451612,67.74193548387096,77.41935483870968,32.25806451612903,41.935483870967744,0.5790322580645161
0.005,,0.4053614090060954,-163.9187904897352,-1.0,3.0,train,12.903225806451612,67.74193548387096,77.41935483870968,32.25806451612903,41.935483870967744,0.5790322580645161
