D,k,p_marg,p_max,sample,set,top1,top10,top20,top3,top5,topk_auc
0.001,0.9687836928041448,-3.8011175233444794,-0.018819743931365613,0,train,21.153846153846153,75.0,88.46153846153845,40.38461538461539,53.84615384615385,0.6701923076923076
0.005,0.9687836928041448,-3.7875279319904345,-0.09196598029083702,0,train,21.153846153846153,75.0,88.46153846153845,40.38461538461539,53.84615384615385,0.6721153846153847
0.01,0.9687836928041448,-3.7781810730478464,-0.17581444849535355,0,train,21.153846153846153,75.0,88.46153846153845,40.38461538461539,53.84615384615385,0.6730769230769231
0.05,0.9687836928041448,-3.819935984173764,-0.6899767235720947,0,train,21.153846153846153,78.84615384615384,86.53846153846155,40.38461538461539,57.692307692307686,0.6788461538461539
0.1,0.9687836928041448,-3.9651259870895545,-1.1353536247606426,0,train,21.153846153846153,73.07692307692307,84.61538461538461,40.38461538461539,53.84615384615385,0.6615384615384615
0.15,0.9687836928041448,-4.1098373050767725,-1.4817984623591351,0,train,21.153846153846153,69.23076923076923,82.6923076923077,40.38461538461539,53.84615384615385,0.6490384615384616
0.25,0.9687836928041448,-4.376884316696154,-1.990165436569619,0,train,25.0,69.23076923076923,82.6923076923077,40.38461538461539,53.84615384615385,0.635576923076923
0.35,0.9687836928041448,-4.604456493210004,-2.332829198185547,0,train,21.153846153846153,69.23076923076923,75.0,38.46153846153847,55.769230769230774,0.625
0.5,0.9687836928041448,-4.8968683892990015,-2.6097540470881473,0,train,19.230769230769234,65.38461538461539,75.0,36.53846153846153,57.692307692307686,0.6067307692307692
0.0,,,,0,test,30.666666666666664,52.0,64.0,41.333333333333336,46.666666666666664,0.528
0.001,0.9687836928041448,-4.2210496947859255,-0.02568458674322191,1,train,21.153846153846153,55.769230769230774,73.07692307692307,34.61538461538461,44.230769230769226,0.5461538461538461
0.005,0.9687836928041448,-4.191329383238154,-0.12299262168468536,1,train,21.153846153846153,55.769230769230774,73.07692307692307,34.61538461538461,44.230769230769226,0.5461538461538461
0.01,0.9687836928041448,-4.164905163644263,-0.2326554176746466,1,train,23.076923076923077,53.84615384615385,73.07692307692307,34.61538461538461,46.15384615384615,0.5461538461538461
0.05,0.9687836928041448,-4.144942650062189,-0.8378055648007001,1,train,25.0,57.692307692307686,71.15384615384616,36.53846153846153,42.30769230769231,0.5384615384615384
0.1,0.9687836928041448,-4.287930422207873,-1.2382970902438035,1,train,25.0,57.692307692307686,69.23076923076923,34.61538461538461,42.30769230769231,0.5365384615384615
0.15,0.9687836928041448,-4.449927358249076,-1.5088293114249298,1,train,23.076923076923077,55.769230769230774,69.23076923076923,32.69230769230769,42.30769230769231,0.5298076923076923
0.25,0.9687836928041448,-4.751280922408843,-1.8669701289271075,1,train,23.076923076923077,53.84615384615385,67.3076923076923,32.69230769230769,40.38461538461539,0.5134615384615384
0.35,0.9687836928041448,-5.002834309029319,-2.076980264093551,1,train,21.153846153846153,53.84615384615385,65.38461538461539,30.76923076923077,38.46153846153847,0.4980769230769231
0.5,0.9687836928041448,-5.324501596582961,-2.212686878668221,1,train,19.230769230769234,48.07692307692308,67.3076923076923,26.923076923076923,32.69230769230769,0.4634615384615385
0.0,,,,1,test,30.666666666666664,65.33333333333333,74.66666666666667,46.666666666666664,53.333333333333336,0.614
0.001,0.9687836928041448,-6.780544971307618,-0.035495650515257986,2,train,21.153846153846153,53.84615384615385,69.23076923076923,34.61538461538461,46.15384615384615,0.5269230769230769
0.005,0.9687836928041448,-6.710863037187984,-0.1689014627733714,2,train,21.153846153846153,53.84615384615385,69.23076923076923,34.61538461538461,46.15384615384615,0.5269230769230769
0.01,0.9687836928041448,-6.636172456093163,-0.32235028352594214,2,train,21.153846153846153,55.769230769230774,69.23076923076923,34.61538461538461,46.15384615384615,0.5259615384615385
