D,k,p_marg,p_max,sample,set,top1,top10,top20,top3,top5,topk_auc
0.001,0.25,-5.8541385745952175,-0.005572589540716383,0,train,18.0,74.0,82.0,46.0,54.0,0.659
0.001,0.5,-5.848803676377168,-0.012657111456724823,0,train,18.0,74.0,82.0,46.0,54.0,0.659
0.001,0.75,-5.842916281520047,-0.020547542197840912,0,train,18.0,74.0,82.0,46.0,54.0,0.659
0.001,1.0,-5.836907652205059,-0.028834216374585393,0,train,18.0,74.0,82.0,46.0,54.0,0.659
0.001,1.5,-5.824283242178963,-0.04598170739113104,0,train,18.0,74.0,82.0,46.0,54.0,0.66
0.001,2.0,-5.811513273378049,-0.06351068557010417,0,train,18.0,74.0,82.0,46.0,54.0,0.661
0.001,2.5,-5.799859986402124,-0.08074882570774258,0,train,18.0,74.0,82.0,46.0,54.0,0.661
0.001,3.0,-5.788263146791455,-0.09812718839890729,0,train,18.0,74.0,82.0,46.0,54.0,0.662
0.001,3.5,-5.776698371234384,-0.11560051694828619,0,train,18.0,74.0,82.0,46.0,54.0,0.662
0.001,4.0,-5.765152204938035,-0.13314026280349872,0,train,18.0,74.0,82.0,46.0,54.0,0.662
0.001,4.5,-5.7536165428404535,-0.15072791465950036,0,train,18.0,74.0,82.0,46.0,54.0,0.664
0.001,5.0,-5.742086283550392,-0.16835112120118367,0,train,18.0,74.0,82.0,46.0,54.0,0.664
0.001,5.5,-5.730558223380399,-0.1860013775120009,0,train,18.0,74.0,82.0,46.0,54.0,0.664
0.001,6.0,-5.7188787952051285,-0.2036726383128697,0,train,18.0,74.0,82.0,46.0,54.0,0.664
0.001,7.0,-5.696466625285465,-0.2384824758803465,0,train,18.0,74.0,82.0,46.0,54.0,0.665
0.001,10.0,-5.630329336776594,-0.34117327496840055,0,train,16.0,74.0,82.0,46.0,54.0,0.667
0.005,0.25,-5.814970788593177,-0.02786294770358192,0,train,18.0,74.0,82.0,46.0,54.0,0.659
0.005,0.5,-5.786902145259645,-0.06328555728362412,0,train,18.0,74.0,82.0,46.0,54.0,0.661
0.005,0.75,-5.757422602706743,-0.10174200790048536,0,train,18.0,74.0,82.0,46.0,54.0,0.662
0.005,1.0,-5.727391381320796,-0.142051878961329,0,train,18.0,74.0,82.0,46.0,54.0,0.663
0.005,1.5,-5.6680881911916945,-0.22433691394921979,0,train,18.0,74.0,82.0,46.0,54.0,0.666
0.005,2.0,-5.610303720092835,-0.306343530827984,0,train,18.0,74.0,82.0,46.0,54.0,0.668
0.005,2.5,-5.572421340323974,-0.37802875319980106,0,train,16.0,74.0,82.0,46.0,54.0,0.668
0.005,3.0,-5.541861750418965,-0.4458915640852357,0,train,16.0,74.0,84.0,46.0,56.00000000000001,0.671
0.005,3.5,-5.528744030433492,-0.5055514300810032,0,train,16.0,74.0,84.0,44.0,56.00000000000001,0.671
0.005,4.0,-5.510237266454946,-0.5644629700165531,0,train,16.0,74.0,84.0,44.0,56.00000000000001,0.674
