sample,D,k
0.0,0.05,1.057095276242629
1.0,0.05,1.3384000668822948
2.0,0.15,1.0841709830252952
3.0,0.1,1.072392308729276
4.0,0.05,1.0777392328768498
5.0,0.01,1.0507891689712907
6.0,0.1,1.0219422886430218
7.0,0.25,1.2958530170866134
8.0,0.05,1.0811089491728565
9.0,0.05,1.0090002876211834
10.0,0.1,1.012871547429889
11.0,0.15,1.139872059040666
12.0,0.15,1.0759147570561038
13.0,0.01,1.059963514907302
14.0,0.25,1.1236315344231027
15.0,0.01,1.0417550030896354
16.0,0.05,1.0673144906118872
17.0,0.25,1.0402527863558402
18.0,0.15,1.0181301180221352
19.0,0.01,1.0400804349519543
20.0,0.35,1.008571654994191
21.0,0.01,1.0332050443095633
22.0,0.15,1.0835268158167466
23.0,0.5,1.3475969219904365
24.0,0.1,1.0479515951788465
25.0,0.15,1.075635249499984
26.0,0.05,1.3139017228948229
27.0,0.1,1.0088018829460748
28.0,0.15,1.0384054621130414
29.0,0.05,1.101324543240178
30.0,0.05,1.0259551411902879
31.0,0.05,1.031863722345184
32.0,0.35,1.0780593412754131
33.0,0.005,1.0613114920205469
34.0,0.25,1.0013161937815969
35.0,0.1,1.0850838850521418
36.0,0.15,1.0621641530591148
37.0,0.1,1.0333154145241337
38.0,0.05,1.072960336138956
39.0,0.05,1.0574824785120405
40.0,0.1,1.0756325022635032
41.0,0.05,1.0983272765091938
42.0,0.01,1.030459339769452
43.0,0.15,1.065021685664981
44.0,0.35,1.0151178062343629
45.0,0.005,1.0423807220040195
46.0,0.001,1.37981338067546
47.0,0.1,1.0670281359555096
48.0,0.05,1.079889991792029
49.0,0.05,1.0469649164598391
50.0,0.15,1.035695981871925
51.0,0.1,1.0733105291581646
52.0,0.25,1.0672914586851356
53.0,0.35,1.1014062841831684
54.0,0.15,1.085522360079225
55.0,0.05,1.0938254987006484
56.0,0.1,1.0753286762214385
57.0,0.1,1.0584620309115294
58.0,0.15,1.0920975629829308
59.0,0.05,1.0103783099630317
60.0,0.05,1.0975105804375014
61.0,0.1,1.037516149466848
62.0,0.1,1.0505477580035385
63.0,0.25,1.0330771319703322
64.0,0.01,1.0656572873627808
65.0,0.05,1.0307523905024274
66.0,0.15,1.0268031696566151
67.0,0.05,1.0555551620240051
68.0,0.05,1.0707128189201107
69.0,0.1,1.0323754270761576
70.0,0.001,1.0072520755138328
71.0,0.1,1.0142286293811642
72.0,0.05,0.9980870824038104
73.0,0.05,1.030730475343589
74.0,0.25,1.0589416725280651
75.0,0.15,1.3747659849282912
76.0,0.15,1.0347897792654333
77.0,0.15,1.3537847939809269
78.0,0.35,1.0699194535933259
79.0,0.25,1.0543237879539002
80.0,0.25,1.045517772294254
81.0,0.005,0.992402369123403
82.0,0.05,1.0189364301004074
83.0,0.15,1.0741023803354104
84.0,0.05,1.0308360293829455
85.0,0.25,1.266360118237878
86.0,0.05,1.078448579317741
87.0,0.05,1.0637507240399702
88.0,0.1,1.010776622200839
89.0,0.1,1.0341863912969682
90.0,0.05,0.9904019610354684
91.0,0.1,1.05325197311961
92.0,0.1,1.0015085821789298
93.0,0.35,1.0810430599834022
94.0,0.1,1.1409106915200276
95.0,0.05,1.1026423378570749
96.0,0.15,1.0114381147287757
97.0,0.15,1.046770952918574
98.0,0.15,1.0231094918041777
99.0,0.35,1.0603894809142225
