D,k,ndcg,p_marg,p_max,sample,set,top1,top10,top20,top3,top5,topk_auc,un_p_marg,un_topk_auc
0.001,0.25,0.4278152106047777,-308.8476691548667,-0.008467927015842409,0,train,17.307692307692307,73.07692307692307,84.61538461538461,32.69230769230769,44.230769230769226,0.6182692307692308,-3.6830037500233455,0.6182692307692308
0.001,0.5,0.42790825051920256,-308.8353682466263,-0.019310876897963222,0,train,17.307692307692307,73.07692307692307,84.61538461538461,32.69230769230769,44.230769230769226,0.6192307692307693,-3.680480466447871,0.6192307692307693
0.001,0.75,0.42790825051920256,-308.8223969044917,-0.031328002062122065,0,train,17.307692307692307,73.07692307692307,84.61538461538461,32.69230769230769,44.230769230769226,0.6192307692307693,-3.67782657042555,0.6192307692307693
0.001,1.0,0.42816719096816624,-308.80931827025427,-0.04392287487503614,0,train,17.307692307692307,73.07692307692307,84.61538461538461,32.69230769230769,44.230769230769226,0.6192307692307693,-3.6752067012472516,0.6192307692307693
0.001,1.5,0.4293148464519624,-308.78318821498965,-0.0699119916872783,0,train,17.307692307692307,73.07692307692307,84.61538461538461,32.69230769230769,44.230769230769226,0.6221153846153846,-3.670084953498638,0.6221153846153846
0.001,2.0,0.4293148464519624,-308.75713999876274,-0.09639747980719282,0,train,17.307692307692307,73.07692307692307,84.61538461538461,32.69230769230769,44.230769230769226,0.6221153846153846,-3.665015332877576,0.6221153846153846
0.001,2.5,0.4248652654296593,-308.73036335155234,-0.12219162212412679,0,train,17.307692307692307,73.07692307692307,82.6923076923077,32.69230769230769,44.230769230769226,0.6201923076923077,-3.6607950941822174,0.6201923076923077
0.001,3.0,0.4262157231470957,-308.70354560108296,-0.14770044561983853,0,train,17.307692307692307,73.07692307692307,82.6923076923077,32.69230769230769,44.230769230769226,0.6230769230769231,-3.657063557700489,0.6230769230769231
0.001,3.5,0.42687636900458276,-308.67697913498654,-0.17331093981639206,0,train,17.307692307692307,73.07692307692307,82.6923076923077,32.69230769230769,46.15384615384615,0.625,-3.6533054426168667,0.625
0.001,4.0,0.4282492138209062,-308.6506650706155,-0.1989914112229717,0,train,17.307692307692307,73.07692307692307,82.6923076923077,32.69230769230769,48.07692307692308,0.6278846153846154,-3.649526523560018,0.6278846153846154
0.001,4.5,0.4287666090897825,-308.6244797603058,-0.22472135137405522,0,train,17.307692307692307,73.07692307692307,82.6923076923077,32.69230769230769,48.07692307692308,0.6298076923076923,-3.645732655272496,0.6298076923076923
0.001,5.0,0.429470525338558,-308.5965780064001,-0.2470253901185693,0,train,17.307692307692307,73.07692307692307,82.6923076923077,32.69230769230769,50.0,0.6317307692307692,-3.6467056786787655,0.6317307692307692
0.001,5.5,0.43039797349318015,-308.56750866297074,-0.26873512302551245,0,train,17.307692307692307,73.07692307692307,82.6923076923077,32.69230769230769,50.0,0.6336538461538461,-3.6477190673901925,0.6336538461538461
0.001,6.0,0.4347762475065831,-308.5382254035154,-0.290464379022334,0,train,17.307692307692307,73.07692307692307,84.61538461538461,32.69230769230769,50.0,0.6346153846153846,-3.648203808501133,0.6346153846153846
0.001,7.0,0.4270783640640335,-308.47967264589727,-0.3325320161843267,0,train,15.384615384615385,73.07692307692307,84.61538461538461,32.69230769230769,51.92307692307693,0.635576923076923,-3.650608351563784,0.635576923076923
0.001,10.0,0.44072414714078845,-308.30737641542885,-0.449398321616997,0,train,17.307692307692307,73.07692307692307,84.61538461538461,36.53846153846153,51.92307692307693,0.6432692307692308,-3.6673854327879023,0.6432692307692308
0.005,0.25,0.42782356680378925,-308.90023674440886,-0.04232930916321195,0,train,17.307692307692307,73.07692307692307,84.61538461538461,32.69230769230769,44.230769230769226,0.6182692307692308,-3.6608565291265815,0.6182692307692308
0.005,0.5,0.4248652654296593,-308.8391108032018,-0.09654405857381602,0,train,17.307692307692307,73.07692307692307,82.6923076923077,32.69230769230769,44.230769230769226,0.6201923076923077,-3.6482401112492107,0.6201923076923077
0.005,0.75,0.4232695524214884,-308.7736033435974,-0.15429034318266016,0,train,17.307692307692307,73.07692307692307,80.76923076923077,32.69230769230769,46.15384615384615,0.6240384615384615,-3.6371203054087378,0.6240384615384615
0.005,1.0,0.4283637912210949,-308.7069863302474,-0.2116943580943162,0,train,17.307692307692307,73.07692307692307,82.6923076923077,32.69230769230769,48.07692307692308,0.6288461538461538,-3.6298954657187137,0.6288461538461538
0.005,1.5,0.42718012783956855,-308.5605934949754,-0.3113796526093528,0,train,15.384615384615385,73.07692307692307,84.61538461538461,32.69230769230769,51.92307692307693,0.6336538461538461,-3.636579233605343,0.6336538461538461
0.005,2.0,0.4411357623595371,-308.41443551143817,-0.4036638119702022,0,train,17.307692307692307,73.07692307692307,84.61538461538461,36.53846153846153,53.84615384615385,0.6423076923076924,-3.651902400028717,0.6423076923076924
0.005,2.5,0.4416304023201735,-308.2724084391487,-0.491963459795846,0,train,17.307692307692307,73.07692307692307,84.61538461538461,36.53846153846153,50.0,0.6423076923076924,-3.6728728734583673,0.6423076923076924
0.005,3.0,0.439326998043556,-308.1331274572703,-0.5812419384968102,0,train,17.307692307692307,73.07692307692307,84.61538461538461,36.53846153846153,50.0,0.6442307692307693,-3.693491640069016,0.6442307692307693
0.005,3.5,0.4359299850953971,-307.9974954669484,-0.6711389048716535,0,train,17.307692307692307,71.15384615384616,84.61538461538461,32.69230769230769,50.0,0.6403846153846153,-3.712991147459724,0.6403846153846153
0.005,4.0,0.43516492351620284,-307.860152045049,-0.7614446599062044,0,train,17.307692307692307,71.15384615384616,84.61538461538461,32.69230769230769,50.0,0.6384615384615384,-3.725114938629773,0.6384615384615384
