D,k,sample,set,top1,top10,top20,top3,top5,topk_auc
0.0,,7,test,10.0,50.0,56.00000000000001,24.0,38.0,0.441
0.0,,7,test,8.0,52.0,62.0,26.0,42.0,0.477
0.0,,8,test,4.0,28.000000000000004,32.0,8.0,14.000000000000002,0.233
0.0,,8,test,2.0,32.0,40.0,10.0,16.0,0.27
0.0,,8,test,4.0,40.0,52.0,12.0,24.0,0.342
0.0,,8,test,6.0,48.0,62.0,20.0,34.0,0.423
0.0,,8,test,8.0,56.00000000000001,72.0,26.0,42.0,0.503
0.0,,9,test,6.0,32.0,34.0,14.000000000000002,18.0,0.265
0.0,,9,test,8.0,36.0,40.0,20.0,24.0,0.311
0.0,,9,test,10.0,46.0,52.0,34.0,38.0,0.418
0.0,,9,test,12.0,50.0,62.0,38.0,44.0,0.475
0.0,,9,test,12.0,52.0,66.0,34.0,44.0,0.485
0.0,,10,test,2.0,30.0,34.0,10.0,18.0,0.258
0.0,,10,test,6.0,34.0,36.0,20.0,26.0,0.298
0.0,,10,test,8.0,40.0,48.0,22.0,26.0,0.359
0.0,,10,test,8.0,50.0,62.0,30.0,38.0,0.459
0.0,,10,test,8.0,57.99999999999999,68.0,36.0,46.0,0.528
0.0,,11,test,4.0,32.0,34.0,10.0,18.0,0.266
0.0,,11,test,4.0,34.0,40.0,14.000000000000002,24.0,0.301
0.0,,11,test,4.0,40.0,48.0,16.0,26.0,0.353
0.0,,11,test,8.0,44.0,57.99999999999999,20.0,30.0,0.407
0.0,,11,test,10.0,48.0,62.0,24.0,36.0,0.441
0.0,,12,test,2.0,38.0,40.0,10.0,20.0,0.303
0.0,,12,test,2.0,44.0,50.0,12.0,20.0,0.355
0.0,,12,test,4.0,50.0,57.99999999999999,16.0,26.0,0.413
0.0,,12,test,4.0,52.0,62.0,18.0,30.0,0.441
0.0,,12,test,4.0,56.00000000000001,70.0,22.0,40.0,0.496
0.0,,13,test,6.0,32.0,32.0,10.0,18.0,0.26
0.0,,13,test,10.0,40.0,42.0,16.0,28.000000000000004,0.337
0.0,,13,test,12.0,38.0,46.0,20.0,30.0,0.347
0.0,,13,test,12.0,48.0,57.99999999999999,26.0,38.0,0.433
0.0,,13,test,12.0,56.00000000000001,68.0,32.0,48.0,0.515
0.0,,14,test,4.0,38.0,40.0,12.0,22.0,0.311
0.0,,14,test,8.0,44.0,48.0,18.0,32.0,0.374
0.0,,14,test,10.0,52.0,57.99999999999999,20.0,38.0,0.446
0.0,,14,test,10.0,56.00000000000001,66.0,22.0,38.0,0.487
0.0,,14,test,12.0,62.0,74.0,32.0,46.0,0.553
0.0,,15,test,6.0,32.0,36.0,14.000000000000002,20.0,0.279
0.0,,15,test,8.0,32.0,40.0,16.0,20.0,0.291
0.0,,15,test,8.0,38.0,46.0,20.0,28.000000000000004,0.342
0.0,,15,test,12.0,50.0,62.0,28.000000000000004,40.0,0.459
0.0,,15,test,12.0,60.0,74.0,34.0,48.0,0.551
0.0,,16,test,6.0,36.0,40.0,14.000000000000002,20.0,0.311
0.0,,16,test,10.0,40.0,42.0,18.0,24.0,0.342
0.0,,16,test,12.0,42.0,50.0,24.0,30.0,0.388
0.0,,16,test,10.0,46.0,56.00000000000001,28.000000000000004,34.0,0.427
0.0,,16,test,12.0,52.0,64.0,34.0,46.0,0.488
0.0,,17,test,4.0,34.0,36.0,14.000000000000002,22.0,0.294
0.0,,17,test,8.0,36.0,40.0,18.0,24.0,0.321
0.0,,17,test,10.0,42.0,50.0,22.0,28.000000000000004,0.381
0.0,,17,test,8.0,46.0,56.00000000000001,28.000000000000004,34.0,0.426
0.0,,17,test,10.0,52.0,62.0,34.0,44.0,0.478
0.0,,18,test,4.0,34.0,38.0,14.000000000000002,18.0,0.285
0.0,,18,test,4.0,36.0,40.0,12.0,18.0,0.301
0.0,,18,test,6.0,42.0,52.0,20.0,28.000000000000004,0.375
0.0,,18,test,8.0,44.0,60.0,22.0,34.0,0.418
0.0,,18,test,8.0,57.99999999999999,72.0,32.0,46.0,0.531
0.0,,19,test,4.0,34.0,36.0,10.0,18.0,0.274
0.0,,19,test,4.0,40.0,48.0,12.0,22.0,0.336
0.0,,19,test,6.0,44.0,50.0,18.0,30.0,0.377
0.0,,19,test,10.0,48.0,56.00000000000001,26.0,38.0,0.434
0.0,,19,test,12.0,56.00000000000001,68.0,34.0,46.0,0.517
0.0,,20,test,4.0,34.0,36.0,14.000000000000002,22.0,0.285
0.0,,20,test,4.0,38.0,44.0,12.0,22.0,0.315
0.0,,20,test,6.0,42.0,48.0,16.0,26.0,0.356
0.0,,20,test,10.0,48.0,54.0,24.0,36.0,0.423
0.0,,20,test,14.000000000000002,56.00000000000001,68.0,32.0,44.0,0.518
0.0,,21,test,6.0,36.0,38.0,14.000000000000002,20.0,0.301
0.0,,21,test,8.0,44.0,46.0,20.0,26.0,0.363
0.0,,21,test,8.0,48.0,54.0,24.0,32.0,0.408
0.0,,21,test,10.0,48.0,62.0,26.0,36.0,0.44
0.0,,21,test,16.0,54.0,70.0,30.0,42.0,0.505
0.0,,22,test,6.0,34.0,38.0,20.0,28.000000000000004,0.316
0.0,,22,test,8.0,38.0,48.0,26.0,32.0,0.37
0.0,,22,test,10.0,46.0,54.0,30.0,34.0,0.426
0.0,,22,test,10.0,54.0,62.0,32.0,38.0,0.484
0.0,,22,test,12.0,54.0,68.0,34.0,42.0,0.509
0.0,,23,test,6.0,34.0,36.0,12.0,20.0,0.28
0.0,,23,test,10.0,46.0,50.0,22.0,32.0,0.396
0.0,,23,test,8.0,52.0,64.0,28.000000000000004,40.0,0.471
0.0,,23,test,8.0,54.0,68.0,28.000000000000004,38.0,0.488
0.0,,23,test,12.0,60.0,76.0,36.0,48.0,0.558
0.0,,24,test,0.0,20.0,24.0,10.0,12.0,0.183
0.0,,24,test,4.0,26.0,30.0,16.0,22.0,0.245
0.0,,24,test,6.0,32.0,40.0,20.0,24.0,0.301
0.0,,24,test,8.0,38.0,48.0,24.0,32.0,0.361
0.0,,24,test,10.0,44.0,57.99999999999999,26.0,38.0,0.423
0.0,,25,test,2.0,22.0,28.000000000000004,8.0,14.000000000000002,0.199
0.0,,25,test,6.0,32.0,40.0,16.0,20.0,0.289
0.0,,25,test,6.0,36.0,50.0,20.0,24.0,0.341
0.0,,25,test,6.0,46.0,62.0,22.0,32.0,0.428
0.0,,25,test,8.0,56.00000000000001,68.0,26.0,40.0,0.496
0.0,,26,test,0.0,24.0,28.000000000000004,10.0,16.0,0.21
0.0,,26,test,2.0,34.0,38.0,20.0,24.0,0.302
0.0,,26,test,8.0,42.0,50.0,26.0,32.0,0.387
0.0,,26,test,10.0,50.0,60.0,28.000000000000004,38.0,0.454
0.0,,26,test,10.0,56.00000000000001,66.0,34.0,46.0,0.509
0.0,,27,test,4.0,36.0,38.0,10.0,22.0,0.3
0.0,,27,test,8.0,38.0,42.0,20.0,30.0,0.339
0.0,,27,test,10.0,44.0,50.0,20.0,32.0,0.385
0.0,,27,test,10.0,46.0,54.0,26.0,36.0,0.421
0.0,,27,test,14.000000000000002,54.0,62.0,32.0,48.0,0.497
0.0,,28,test,6.0,36.0,38.0,12.0,22.0,0.297
0.0,,28,test,8.0,42.0,52.0,16.0,26.0,0.363
0.0,,28,test,12.0,50.0,62.0,24.0,32.0,0.439
0.0,,28,test,12.0,54.0,66.0,26.0,38.0,0.478
0.0,,28,test,14.000000000000002,54.0,68.0,28.000000000000004,40.0,0.494
0.0,,29,test,6.0,34.0,36.0,16.0,22.0,0.295
0.0,,29,test,8.0,36.0,42.0,18.0,24.0,0.319
0.0,,29,test,12.0,48.0,54.0,26.0,34.0,0.425
0.0,,29,test,16.0,54.0,57.99999999999999,30.0,42.0,0.478
0.0,,29,test,18.0,62.0,68.0,38.0,50.0,0.562
0.0,,30,test,4.0,30.0,32.0,12.0,18.0,0.256
0.0,,30,test,8.0,38.0,42.0,18.0,24.0,0.329
0.0,,30,test,8.0,42.0,50.0,22.0,30.0,0.38
0.0,,30,test,10.0,42.0,54.0,24.0,34.0,0.398
0.0,,30,test,10.0,50.0,62.0,26.0,40.0,0.458
0.0,,31,test,6.0,32.0,38.0,10.0,18.0,0.28
0.0,,31,test,8.0,40.0,46.0,18.0,28.000000000000004,0.359
0.0,,31,test,16.0,48.0,54.0,26.0,36.0,0.433
0.0,,31,test,18.0,54.0,64.0,34.0,46.0,0.505
0.0,,31,test,16.0,60.0,72.0,36.0,48.0,0.554
0.0,,32,test,4.0,28.000000000000004,30.0,8.0,14.000000000000002,0.231
0.0,,32,test,4.0,32.0,38.0,12.0,16.0,0.279
0.0,,32,test,8.0,38.0,46.0,16.0,24.0,0.34
0.0,,32,test,8.0,42.0,54.0,22.0,30.0,0.382
0.0,,32,test,8.0,50.0,60.0,26.0,40.0,0.447
0.0,,33,test,2.0,32.0,36.0,16.0,20.0,0.278
0.0,,33,test,4.0,34.0,42.0,16.0,20.0,0.303
0.0,,33,test,6.0,34.0,48.0,18.0,22.0,0.33
0.0,,33,test,8.0,44.0,57.99999999999999,22.0,24.0,0.405
0.0,,33,test,12.0,56.00000000000001,68.0,28.000000000000004,38.0,0.501
0.0,,34,test,2.0,32.0,36.0,12.0,20.0,0.27
0.0,,34,test,4.0,44.0,48.0,24.0,34.0,0.383
0.0,,34,test,4.0,52.0,57.99999999999999,30.0,38.0,0.462
0.0,,34,test,6.0,57.99999999999999,66.0,34.0,46.0,0.523
0.0,,34,test,12.0,60.0,76.0,38.0,52.0,0.575
0.0,,35,test,6.0,28.000000000000004,34.0,10.0,16.0,0.249
0.0,,35,test,8.0,34.0,44.0,14.000000000000002,22.0,0.306
0.0,,35,test,10.0,44.0,52.0,22.0,34.0,0.395
0.0,,35,test,12.0,54.0,64.0,24.0,38.0,0.476
0.0,,35,test,12.0,57.99999999999999,70.0,28.000000000000004,44.0,0.515
0.0,,36,test,6.0,38.0,42.0,16.0,24.0,0.327
0.0,,36,test,8.0,46.0,54.0,22.0,32.0,0.411
0.0,,36,test,10.0,56.00000000000001,64.0,26.0,36.0,0.484
0.0,,36,test,12.0,57.99999999999999,72.0,28.000000000000004,40.0,0.52
0.0,,36,test,14.000000000000002,57.99999999999999,74.0,30.0,44.0,0.535
0.0,,37,test,2.0,34.0,40.0,10.0,16.0,0.283
0.0,,37,test,4.0,40.0,44.0,10.0,22.0,0.325
0.0,,37,test,4.0,52.0,56.00000000000001,16.0,32.0,0.428
0.0,,37,test,10.0,56.00000000000001,62.0,24.0,38.0,0.479
0.0,,37,test,12.0,60.0,70.0,30.0,44.0,0.531
0.0,,38,test,4.0,28.000000000000004,32.0,12.0,16.0,0.245
0.0,,38,test,6.0,40.0,44.0,18.0,28.000000000000004,0.352
0.0,,38,test,14.000000000000002,50.0,54.0,26.0,38.0,0.442
0.0,,38,test,14.000000000000002,57.99999999999999,62.0,30.0,44.0,0.511
0.0,,38,test,12.0,60.0,70.0,32.0,50.0,0.548
0.0,,39,test,2.0,34.0,36.0,10.0,20.0,0.274
0.0,,39,test,2.0,36.0,42.0,12.0,20.0,0.304
0.0,,39,test,2.0,42.0,48.0,18.0,28.000000000000004,0.359
0.0,,39,test,4.0,44.0,52.0,24.0,32.0,0.389
0.0,,39,test,4.0,50.0,62.0,26.0,38.0,0.456
0.0,,40,test,6.0,28.000000000000004,32.0,12.0,18.0,0.239
0.0,,40,test,6.0,34.0,38.0,14.000000000000002,22.0,0.287
0.0,,40,test,6.0,42.0,50.0,18.0,30.0,0.366
0.0,,40,test,10.0,48.0,57.99999999999999,24.0,38.0,0.432
0.0,,40,test,10.0,50.0,60.0,24.0,40.0,0.448
0.0,,41,test,2.0,30.0,32.0,14.000000000000002,20.0,0.253
0.0,,41,test,4.0,38.0,44.0,22.0,26.0,0.337
0.0,,41,test,8.0,42.0,48.0,26.0,32.0,0.38
0.0,,41,test,8.0,46.0,54.0,28.000000000000004,34.0,0.417
0.0,,41,test,10.0,52.0,64.0,30.0,44.0,0.481
0.0,,42,test,2.0,30.0,34.0,10.0,20.0,0.255
0.0,,42,test,2.0,40.0,48.0,18.0,26.0,0.346
0.0,,42,test,0.0,44.0,54.0,20.0,30.0,0.381
0.0,,42,test,2.0,46.0,57.99999999999999,24.0,30.0,0.41
0.0,,42,test,4.0,54.0,70.0,28.000000000000004,38.0,0.49
0.0,,43,test,6.0,36.0,40.0,16.0,22.0,0.311
0.0,,43,test,8.0,44.0,50.0,20.0,28.000000000000004,0.373
0.0,,43,test,12.0,50.0,57.99999999999999,30.0,40.0,0.446
0.0,,43,test,14.000000000000002,54.0,62.0,32.0,42.0,0.482
0.0,,43,test,14.000000000000002,57.99999999999999,70.0,32.0,44.0,0.528
0.0,,44,test,6.0,34.0,38.0,12.0,18.0,0.287
0.0,,44,test,12.0,38.0,44.0,18.0,26.0,0.342
0.0,,44,test,16.0,46.0,56.00000000000001,28.000000000000004,38.0,0.437
0.0,,44,test,16.0,52.0,66.0,34.0,46.0,0.502
0.0,,44,test,18.0,56.00000000000001,72.0,34.0,48.0,0.538
0.0,,45,test,6.0,38.0,44.0,16.0,26.0,0.339
0.0,,45,test,10.0,52.0,54.0,24.0,40.0,0.448
0.0,,45,test,10.0,56.00000000000001,60.0,30.0,44.0,0.489
0.0,,45,test,12.0,62.0,68.0,34.0,50.0,0.553
0.0,,45,test,14.000000000000002,64.0,76.0,36.0,54.0,0.592
0.0,,46,test,6.0,36.0,38.0,16.0,24.0,0.311
0.0,,46,test,8.0,42.0,46.0,24.0,34.0,0.378
0.0,,46,test,12.0,46.0,50.0,30.0,44.0,0.422
0.0,,46,test,14.000000000000002,50.0,56.00000000000001,30.0,42.0,0.447
0.0,,46,test,18.0,56.00000000000001,64.0,38.0,48.0,0.513
0.0,,47,test,4.0,32.0,36.0,12.0,18.0,0.269
0.0,,47,test,8.0,36.0,40.0,18.0,24.0,0.312
0.0,,47,test,10.0,50.0,60.0,28.000000000000004,36.0,0.447
0.0,,47,test,12.0,52.0,62.0,28.000000000000004,40.0,0.466
0.0,,47,test,10.0,52.0,64.0,30.0,42.0,0.475
0.0,,48,test,2.0,38.0,40.0,16.0,22.0,0.313
0.0,,48,test,4.0,40.0,48.0,20.0,28.000000000000004,0.358
0.0,,48,test,6.0,46.0,56.00000000000001,22.0,36.0,0.42
0.0,,48,test,8.0,52.0,66.0,28.000000000000004,42.0,0.482
0.0,,48,test,8.0,56.00000000000001,72.0,28.000000000000004,48.0,0.525
0.0,,49,test,2.0,32.0,34.0,8.0,16.0,0.257
0.0,,49,test,4.0,36.0,42.0,8.0,18.0,0.297
0.0,,49,test,6.0,42.0,52.0,14.000000000000002,28.000000000000004,0.369
0.0,,49,test,6.0,48.0,57.99999999999999,18.0,34.0,0.427
0.0,,49,test,8.0,54.0,66.0,30.0,44.0,0.498
