D,k,ndcg,p_marg,p_max,sample,set,top1,top10,top20,top3,top5,topk_auc
0.001,,0.36009914659834297,-284.6358538687407,-1.0,0.0,train,17.307692307692307,50.0,59.61538461538461,34.61538461538461,42.30769230769231,0.4913461538461538
0.005,,0.36009914659834297,-284.89514072620864,-1.0,0.0,train,17.307692307692307,50.0,59.61538461538461,34.61538461538461,42.30769230769231,0.4913461538461538
0.01,,0.3598792056966633,-285.20885000832783,-1.0,0.0,train,17.307692307692307,50.0,59.61538461538461,34.61538461538461,42.30769230769231,0.4913461538461538
0.05,,0.36155688262796315,-287.8542076122875,-1.0,0.0,train,17.307692307692307,50.0,59.61538461538461,36.53846153846153,44.230769230769226,0.4932692307692308
0.1,,0.36155688262796315,-290.99463063440004,-1.0,0.0,train,17.307692307692307,50.0,59.61538461538461,36.53846153846153,44.230769230769226,0.4932692307692308
0.2,,0.36430852233838323,-296.46079855325064,-1.0,0.0,train,17.307692307692307,50.0,59.61538461538461,36.53846153846153,42.30769230769231,0.4932692307692308
0.3,,0.36458989191111546,-300.89220758186644,-1.0,0.0,train,17.307692307692307,50.0,59.61538461538461,36.53846153846153,42.30769230769231,0.4932692307692308
0.5,,0.3628062570208845,-306.97130543206305,-1.0,0.0,train,15.384615384615385,50.0,59.61538461538461,38.46153846153847,42.30769230769231,0.4932692307692308
0.0,,,,,0.0,test,9.333333333333334,45.33333333333333,56.00000000000001,22.666666666666664,33.33333333333333,0.5644444444444444
0.001,,0.2855001142767154,-293.5260662508593,-1.0,1.0,train,15.384615384615385,40.38461538461539,50.0,21.153846153846153,28.846153846153843,0.3836538461538462
0.005,,0.2855001142767154,-293.7438814928042,-1.0,1.0,train,15.384615384615385,40.38461538461539,50.0,21.153846153846153,28.846153846153843,0.3836538461538462
0.01,,0.28528017337503575,-294.00909149050216,-1.0,1.0,train,15.384615384615385,40.38461538461539,50.0,21.153846153846153,28.846153846153843,0.3836538461538462
0.05,,0.27921479892793305,-296.2067185584139,-1.0,1.0,train,13.461538461538462,40.38461538461539,50.0,23.076923076923077,28.846153846153843,0.38461538461538464
0.1,,0.2771888690776504,-298.66991698872624,-1.0,1.0,train,13.461538461538462,40.38461538461539,50.0,21.153846153846153,28.846153846153843,0.3817307692307692
0.2,,0.27787330329002613,-303.001425265081,-1.0,1.0,train,13.461538461538462,40.38461538461539,50.0,21.153846153846153,28.846153846153843,0.38269230769230766
0.3,,0.27996668368946254,-306.4749010841143,-1.0,1.0,train,13.461538461538462,40.38461538461539,50.0,21.153846153846153,28.846153846153843,0.3836538461538462
0.5,,0.28196588323344285,-311.82883046237043,-1.0,1.0,train,13.461538461538462,40.38461538461539,50.0,23.076923076923077,28.846153846153843,0.38269230769230766
0.0,,,,,1.0,test,10.666666666666668,50.66666666666667,64.0,29.333333333333332,41.333333333333336,0.656888888888889
0.001,,0.38246766156742673,-289.41813046016654,-1.0,2.0,train,13.461538461538462,55.769230769230774,69.23076923076923,36.53846153846153,44.230769230769226,0.5471153846153847
0.005,,0.38246766156742673,-289.6503997822778,-1.0,2.0,train,13.461538461538462,55.769230769230774,69.23076923076923,36.53846153846153,44.230769230769226,0.5471153846153847
0.01,,0.382247720665747,-289.94527550287995,-1.0,2.0,train,13.461538461538462,55.769230769230774,69.23076923076923,36.53846153846153,44.230769230769226,0.5471153846153847
0.05,,0.38048003691466703,-292.3664191601304,-1.0,2.0,train,13.461538461538462,55.769230769230774,69.23076923076923,36.53846153846153,44.230769230769226,0.5471153846153847
0.1,,0.37464981857312135,-295.31681263570925,-1.0,2.0,train,13.461538461538462,55.769230769230774,69.23076923076923,34.61538461538461,44.230769230769226,0.5461538461538461
0.2,,0.37464823325696056,-300.68499595294406,-1.0,2.0,train,13.461538461538462,55.769230769230774,69.23076923076923,34.61538461538461,44.230769230769226,0.5461538461538461
0.3,,0.3810242525576527,-305.1507238372373,-1.0,2.0,train,15.384615384615385,55.769230769230774,69.23076923076923,34.61538461538461,44.230769230769226,0.5471153846153847
0.5,,0.3821047984176935,-311.15095918960344,-1.0,2.0,train,15.384615384615385,55.769230769230774,69.23076923076923,36.53846153846153,44.230769230769226,0.5442307692307692
0.0,,,,,2.0,test,10.666666666666668,41.333333333333336,50.66666666666667,18.666666666666668,32.0,0.5111111111111112
0.001,,0.322050452410062,-281.4546824131254,-1.0,3.0,train,13.461538461538462,48.07692307692308,59.61538461538461,28.846153846153843,32.69230769230769,0.4528846153846154
0.005,,0.3222197812003229,-281.7477697119963,-1.0,3.0,train,13.461538461538462,48.07692307692308,59.61538461538461,28.846153846153843,32.69230769230769,0.45384615384615384
0.01,,0.32219722389631406,-282.1066138295377,-1.0,3.0,train,13.461538461538462,50.0,59.61538461538461,28.846153846153843,32.69230769230769,0.4548076923076923
0.05,,0.3181954272573553,-284.7916465708427,-1.0,3.0,train,11.538461538461538,48.07692307692308,59.61538461538461,30.76923076923077,34.61538461538461,0.45576923076923076
0.1,,0.31566884671122036,-287.71475761789947,-1.0,3.0,train,11.538461538461538,48.07692307692308,59.61538461538461,28.846153846153843,34.61538461538461,0.45384615384615384
0.2,,0.31835781335010505,-292.6376936368609,-1.0,3.0,train,11.538461538461538,48.07692307692308,59.61538461538461,28.846153846153843,32.69230769230769,0.4528846153846154
0.3,,0.3267090771742683,-296.9381385267922,-1.0,3.0,train,13.461538461538462,48.07692307692308,59.61538461538461,28.846153846153843,32.69230769230769,0.45576923076923076
0.5,,0.3231988452429159,-302.89444397311246,-1.0,3.0,train,11.538461538461538,48.07692307692308,59.61538461538461,28.846153846153843,34.61538461538461,0.4528846153846154
0.0,,,,,3.0,test,13.333333333333334,45.33333333333333,56.00000000000001,26.666666666666668,38.666666666666664,0.5937777777777778
0.001,,0.28659512765069767,-302.3647266696534,-1.0,4.0,train,15.384615384615385,42.30769230769231,51.92307692307693,19.230769230769234,26.923076923076923,0.39326923076923076
0.005,,0.28659512765069767,-302.5234580190634,-1.0,4.0,train,15.384615384615385,42.30769230769231,51.92307692307693,19.230769230769234,26.923076923076923,0.39326923076923076
0.01,,0.286375186749018,-302.7226126710794,-1.0,4.0,train,15.384615384615385,42.30769230769231,51.92307692307693,19.230769230769234,26.923076923076923,0.39326923076923076
0.05,,0.2881818442402968,-304.49458971949565,-1.0,4.0,train,15.384615384615385,42.30769230769231,51.92307692307693,21.153846153846153,28.846153846153843,0.39615384615384613
0.1,,0.2883290017621619,-306.5261198778669,-1.0,4.0,train,15.384615384615385,42.30769230769231,51.92307692307693,21.153846153846153,28.846153846153843,0.3971153846153846
0.2,,0.2864431759309173,-310.13960759737023,-1.0,4.0,train,15.384615384615385,42.30769230769231,51.92307692307693,21.153846153846153,26.923076923076923,0.3971153846153846
0.3,,0.2915634890283084,-313.0027455181215,-1.0,4.0,train,17.307692307692307,42.30769230769231,51.92307692307693,21.153846153846153,25.0,0.39615384615384613
0.5,,0.29244152294976106,-316.9292327811705,-1.0,4.0,train,17.307692307692307,42.30769230769231,51.92307692307693,21.153846153846153,28.846153846153843,0.3942307692307692
0.0,,,,,4.0,test,9.333333333333334,50.66666666666667,62.66666666666667,30.666666666666664,42.66666666666667,0.6497777777777778
0.001,,0.3440346942965792,-291.98114742542214,-1.0,5.0,train,15.384615384615385,50.0,61.53846153846154,25.0,40.38461538461539,0.48846153846153845
0.005,,0.3440346942965792,-292.19125977270625,-1.0,5.0,train,15.384615384615385,50.0,61.53846153846154,25.0,40.38461538461539,0.48846153846153845
0.01,,0.3438147533948995,-292.4727431420927,-1.0,5.0,train,15.384615384615385,50.0,61.53846153846154,25.0,40.38461538461539,0.48846153846153845
0.05,,0.3469091980084802,-294.73421566562644,-1.0,5.0,train,15.384615384615385,50.0,61.53846153846154,28.846153846153843,42.30769230769231,0.4913461538461538
