Score,MonoisotopicMass,SMILES,InChIKey,RetentionTimeScore_Values,NoExplPeaks,NumberPeaksUsed,InChI,MaximumTreeDepth,Identifier,ExplPeaks,InChIKey3,InChIKey2,InChIKey1,FragmenterScore,MolecularFormula,RetentionTimeScore,FragmenterScore_Values,FormulasOfExplPeaks
1.713031823665644,187.074554,C1=CC=C(C=C1)C=2C(=CC(=N)NN2)O,MSGFHXYDTWWMSV-UHFFFAOYSA-N,1.57951;2.684;1.10449,19,21,"InChI=1S/C10H9N3O/c11-9-6-8(14)10(13-12-9)7-4-2-1-3-5-7/h1-6H,(H3,11,12,14)",2,2066632,53.03852_55.0;57.0447285714286_93.0;65.0386_116.0;77.0386_884.0;81.03345_12.0;85.0396545454545_17.0;91.0542714285714_123.0;92.0494875_377.0;95.04925_112.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;119.060475_631.0;130.04005_11.0;130.0652_49.0;131.07295_24.0;142.0652_9.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,MSGFHXYDTWWMSV,426.7333664932812,C10H9N3O,0.20280912585694064,1224.0;875.0;1224.0;348.0;1308.0;511.0;1061.0;1835.0;808.0;511.0;511.0;1877.0;653.0;1061.0;971.0;1071.0;1278.0;917.0;1060.0,53.03852:[C4H4]+H+;57.0447285714286:[C2H3N2+H]+H+;65.0386:[C5H5]+;77.0386:[C6H5]+;81.03345:[C3H3N3]+;85.0396545454545:[C3H4N2O]+H+;91.0542714285714:[C7H5+H]+H+;92.0494875:[C6H4N+H]+H+;95.04925:[C4H3N3+H]+H+;103.041733333333:[C7H5N]+;104.049541666667:[C7H5N]+H+;105.044757142857:[C6H5N2]+;119.060475:[C7H6N2]+H+;130.04005:[C9H7O-H]+;130.0652:[C9H6N+H]+H+;131.07295:[C9H6N+2H]+H+;142.0652:[C10H7N]+H+;147.0554:[C8H7N2O]+;160.087069230769:[C9H8N3+H]+H+
1.712259591936364,187.074554,C1=CC=C2C(=C1)CN3CC(=NC3=N2)O,YLVVAWCDANPADI-UHFFFAOYSA-N,1.57951;0.955;0.62451,17,21,"InChI=1S/C10H9N3O/c14-9-6-13-5-7-3-1-2-4-8(7)11-10(13)12-9/h1-4H,5-6H2,(H,11,12,14)",2,8305794,53.03852_55.0;57.0447285714286_93.0;65.0386_116.0;77.0386_884.0;81.03345_12.0;85.0396545454545_17.0;91.0542714285714_123.0;92.0494875_377.0;95.04925_112.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;110.060033333333_7.0;119.060475_631.0;130.04005_11.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,YLVVAWCDANPADI,357.0536217343978,C10H9N3O,0.2438811326885126,1224.0;1463.0;1529.0;653.0;970.0;958.0;610.0;1061.0;1013.0;958.0;915.0;1834.0;2142.0;1223.0;1684.0;1101.0;1061.0,53.03852:[C4H4]+H+;57.0447285714286:[C2H2N2+2H]+H+;65.0386:[C5H5]+;77.0386:[C6H4]+H+;81.03345:[C3H2N3]+H+;85.0396545454545:[C3H5N2O]+;91.0542714285714:[C7H6]+H+;92.0494875:[C6H4N+H]+H+;95.04925:[C4H4N3]+H+;103.041733333333:[C7H4N]+H+;104.049541666667:[C7H6N]+;105.044757142857:[C6H4N2]+H+;110.060033333333:[C6H7NO]+H+;119.060475:[C7H6N2]+H+;130.04005:[C7H5N3-H]+;147.0554:[C8H5N2O+H]+H+;160.087069230769:[C9H8N3+H]+H+
1.7108829727215507,187.074554,C1=CC=C2C(=C1)C=CN=C2C(N)=NO,PEFSLZSCHFLCTH-UHFFFAOYSA-N,1.57951;1.572;0.00751,19,21,"InChI=1S/C10H9N3O/c11-10(13-14)9-8-4-2-1-3-7(8)5-6-12-9/h1-6,14H,(H2,11,13)",2,10587840,53.03852_55.0;57.0447285714286_93.0;65.0386_116.0;77.0386_884.0;81.03345_12.0;85.0396545454545_17.0;91.0542714285714_123.0;92.0494875_377.0;95.04925_112.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;119.060475_631.0;130.04005_11.0;130.0652_49.0;131.07295_24.0;142.0652_9.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,PEFSLZSCHFLCTH,319.1676290921382,C10H9N3O,0.26595818307716035,1224.0;1647.0;1836.0;1224.0;1446.0;1729.0;1324.0;1772.0;1446.0;1572.0;1672.0;1837.0;1937.0;1546.0;448.0;1938.0;1018.0;1225.0;1646.0,53.03852:[C4H4]+H+;57.0447285714286:[C2H2N2+2H]+H+;65.0386:[C5H4]+H+;77.0386:[C6H4]+H+;81.03345:[C3H3N3]+;85.0396545454545:[C3H2N2O+2H]+H+;91.0542714285714:[C7H5+H]+H+;92.0494875:[C6H3N+2H]+H+;95.04925:[C4H4N3]+H+;103.041733333333:[C7H4N]+H+;104.049541666667:[C7H4N+H]+H+;105.044757142857:[C6H4N2]+H+;119.060475:[C7H5N2+H]+H+;130.04005:[C7H5N3-H]+;130.0652:[C9H6N+H]+H+;131.07295:[C9H7N+H]+H+;142.0652:[C10H6N+H]+H+;147.0554:[C8H7N2O]+;160.087069230769:[C9H7N3+2H]+H+
1.7085030514187052,187.074554,C1=CC2=C(C(=C1)N)C(C=C(C2=O)N)=N[H],FHPXUGNPLJQXOF-KPKJPENVSA-N,1.57951;0.966;0.61351,13,21,"InChI=1S/C10H9N3O/c11-6-3-1-2-5-9(6)7(12)4-8(13)10(5)14/h1-4,12H,11,13H2/b12-7+",2,39523,53.03852_55.0;65.0386_116.0;77.0386_884.0;81.03345_12.0;92.0494875_377.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;110.060033333333_7.0;119.060475_631.0;130.04005_11.0;147.0554_3.0;160.087069230769_999.0,N,KPKJPENVSA,FHPXUGNPLJQXOF,354.1192764940039,C10H9N3O,0.24462030615890382,1629.0;2020.0;1101.0;1672.0;696.0;1001.0;1101.0;1672.0;2384.0;696.0;2167.0;696.0;696.0,53.03852:[C4H3+H]+H+;65.0386:[C5H3+H]+H+;77.0386:[C6H3+H]+H+;81.03345:[C5H3O+H]+H+;92.0494875:[C6H5N]+H+;103.041733333333:[C7H4N]+H+;104.049541666667:[C7H4N+H]+H+;105.044757142857:[C6H6N2-H]+;110.060033333333:[C6H5NO+2H]+H+;119.060475:[C7H6N2]+H+;130.04005:[C7H6N3-2H]+;147.0554:[C8H6N2O]+H+;160.087069230769:[C9H9N3]+H+
1.7085030514187052,187.074554,C1=CC2=C(C(=C1)N)C(C=C(C2=O)N)=N,FHPXUGNPLJQXOF-UHFFFAOYSA-N,1.57951;0.966;0.61351,13,21,"InChI=1S/C10H9N3O/c11-6-3-1-2-5-9(6)7(12)4-8(13)10(5)14/h1-4,12H,11,13H2",2,19962219,53.03852_55.0;65.0386_116.0;77.0386_884.0;81.03345_12.0;92.0494875_377.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;110.060033333333_7.0;119.060475_631.0;130.04005_11.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,FHPXUGNPLJQXOF,354.1192764940039,C10H9N3O,0.24462030615890382,1629.0;2020.0;1101.0;1672.0;696.0;1001.0;1101.0;1672.0;2384.0;696.0;2167.0;696.0;696.0,53.03852:[C4H3+H]+H+;65.0386:[C5H3+H]+H+;77.0386:[C6H3+H]+H+;81.03345:[C5H3O+H]+H+;92.0494875:[C6H5N]+H+;103.041733333333:[C7H4N]+H+;104.049541666667:[C7H4N+H]+H+;105.044757142857:[C6H6N2-H]+;110.060033333333:[C6H5NO+2H]+H+;119.060475:[C7H6N2]+H+;130.04005:[C7H6N3-2H]+;147.0554:[C8H6N2O]+H+;160.087069230769:[C9H9N3]+H+
1.708459208592076,187.074554,C=1C=C(C(=C(C(=N)O)[H])[H])N2C(C1)=CC=N2,SPNOZCWVBXTBPL-PLNGDYQASA-N,1.57951;1.962;0.38249,16,21,"InChI=1S/C10H9N3O/c11-10(14)5-4-8-2-1-3-9-6-7-12-13(8)9/h1-7H,(H2,11,14)/b5-4-",2,26270037,53.03852_55.0;65.0386_116.0;77.0386_884.0;81.03345_12.0;92.0494875_377.0;95.04925_112.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;110.060033333333_7.0;119.060475_631.0;130.04005_11.0;130.0652_49.0;131.07295_24.0;147.0554_3.0;160.087069230769_999.0,N,PLNGDYQASA,SPNOZCWVBXTBPL,332.4350064962967,C10H9N3O,0.25745413021840424,1673.0;1573.0;1573.0;1838.0;1469.0;1938.0;1369.0;1369.0;1225.0;1325.0;448.0;1684.0;1370.0;1470.0;1021.0;1784.0,53.03852:[C4H3+H]+H+;65.0386:[C5H4]+H+;77.0386:[C6H5]+;81.03345:[C5H4O]+H+;92.0494875:[C6H4N+H]+H+;95.04925:[C6H5O+H]+H+;103.041733333333:[C7H5N]+;104.049541666667:[C7H5N]+H+;105.044757142857:[C6H5N2]+;110.060033333333:[C6H6NO+H]+H+;119.060475:[C7H5N2+H]+H+;130.04005:[C7H5N3-H]+;130.0652:[C9H7N]+H+;131.07295:[C9H7N+H]+H+;147.0554:[C8H7N2O]+;160.087069230769:[C9H7N3+2H]+H+
1.7083069813977365,187.074554,CC1=CC=C(C=C1)C=2C(N=CNN2)=O,SRVYPXDVOZDFHC-UHFFFAOYSA-N,1.57951;2.603;1.02349,20,21,"InChI=1S/C10H9N3O/c1-7-2-4-8(5-3-7)9-10(14)11-6-12-13-9/h2-6H,1H3,(H,11,12,14)",2,1236108,53.03852_55.0;57.0447285714286_93.0;65.0386_116.0;77.0386_884.0;81.03345_12.0;85.0396545454545_17.0;91.0542714285714_123.0;92.0494875_377.0;95.04925_112.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;105.069975_12.0;119.060475_631.0;130.04005_11.0;130.0652_49.0;131.07295_24.0;142.0652_9.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,SRVYPXDVOZDFHC,411.2441453079165,C10H9N3O,0.2107281164775784,1224.0;1454.0;1324.0;696.0;1091.0;1324.0;348.0;1735.0;1977.0;859.0;959.0;1877.0;1061.0;1101.0;1018.0;1211.0;1311.0;1661.0;1058.0;653.0,53.03852:[C4H5]+;57.0447285714286:[C2H2N2+2H]+H+;65.0386:[C5H6-H]+;77.0386:[C6H4]+H+;81.03345:[C3H2N3]+H+;85.0396545454545:[C3H2N2O+2H]+H+;91.0542714285714:[C7H7]+;92.0494875:[C6H5N]+H+;95.04925:[C4H3N3+H]+H+;103.041733333333:[C7H4N]+H+;104.049541666667:[C7H4N+H]+H+;105.044757142857:[C6H5N2]+;105.069975:[C8H7+H]+H+;119.060475:[C7H5N2+H]+H+;130.04005:[C9H7O-H]+;130.0652:[C9H7N]+H+;131.07295:[C9H7N+H]+H+;142.0652:[C10H8N]+;147.0554:[C8H5N2O+H]+H+;160.087069230769:[C9H9N3]+H+
1.707165187262134,187.074554,C=CC(=NC1=NC2=CC=CC=C2N1)O,FDTFYZPJIJCOJO-UHFFFAOYSA-N,1.57951;1.766;0.18649,14,21,"InChI=1S/C10H9N3O/c1-2-9(14)13-10-11-7-5-3-4-6-8(7)12-10/h2-6H,1H2,(H2,11,12,13,14)",2,23978011,53.03852_55.0;65.0386_116.0;77.0386_884.0;81.03345_12.0;85.0396545454545_17.0;92.0494875_377.0;95.04925_112.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;119.060475_631.0;130.04005_11.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,FDTFYZPJIJCOJO,320.9491628423258,C10H9N3O,0.263914037425192,1224.0;1837.0;1226.0;1937.0;1938.0;1226.0;1586.0;1531.0;1531.0;1226.0;405.0;713.0;1574.0;1784.0,53.03852:[C4H4]+H+;65.0386:[C5H4]+H+;77.0386:[C6H4]+H+;81.03345:[C3HN3+H]+H+;85.0396545454545:[C3H3N2O+H]+H+;92.0494875:[C6H5N]+H+;95.04925:[C4H4N3]+H+;103.041733333333:[C7H5N]+;104.049541666667:[C7H5N]+H+;105.044757142857:[C6H5N2]+;119.060475:[C7H5N2+H]+H+;130.04005:[C7H5N3-H]+;147.0554:[C8H6N2O]+H+;160.087069230769:[C9H7N3+2H]+H+
1.7067935384381012,187.074554,C1CC1C=2C=NC3=NC=C(C=O)N3C2,XDXZCMKSINDBOR-UHFFFAOYSA-N,1.57951;1.207;0.37251,12,21,"InChI=1S/C10H9N3O/c14-6-9-4-12-10-11-3-8(5-13(9)10)7-1-2-7/h3-7H,1-2H2",2,32994860,53.03852_55.0;65.0386_116.0;81.03345_12.0;92.0494875_377.0;95.04925_112.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;119.060475_631.0;130.04005_11.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,XDXZCMKSINDBOR,330.959485491498,C10H9N3O,0.2578852058737728,1224.0;1325.0;1921.0;448.0;1674.0;1326.0;1773.0;2652.0;1939.0;1922.0;1226.0;1044.0,53.03852:[C4H5]+;65.0386:[C5H6-H]+;81.03345:[C3HN3+H]+H+;92.0494875:[C6H7N-H]+;95.04925:[C4H2N3+2H]+H+;103.041733333333:[C7H7N-2H]+;104.049541666667:[C7H7N-H]+;105.044757142857:[C6H5N2]+;119.060475:[C7H7N2]+;130.04005:[C7H4N3]+;147.0554:[C8H6N2O]+H+;160.087069230769:[C9H8N3+H]+H+
1.7056468036311068,187.074554,C1=CC=C2C(=C1)N=C(N2CCC#N)O,RKLHKNBSAVEFOA-UHFFFAOYSA-N,1.57951;1.358;0.22151,15,21,"InChI=1S/C10H9N3O/c11-6-3-7-13-9-5-2-1-4-8(9)12-10(13)14/h1-2,4-5H,3,7H2,(H,12,14)",2,23977915,53.03852_55.0;65.0386_116.0;77.0386_884.0;85.0396545454545_17.0;92.0494875_377.0;95.04925_112.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;119.060475_631.0;130.04005_11.0;130.0652_49.0;131.07295_24.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,RKLHKNBSAVEFOA,321.6801214408981,C10H9N3O,0.26307719529314255,1224.0;1837.0;1226.0;1574.0;1326.0;1586.0;1586.0;1574.0;1531.0;865.0;1684.0;2116.0;2116.0;348.0;1326.0,53.03852:[C4H4]+H+;65.0386:[C5H4]+H+;77.0386:[C6H4]+H+;85.0396545454545:[C3H5N2O]+;92.0494875:[C6H4N+H]+H+;95.04925:[C4H4N3]+H+;103.041733333333:[C7H4N]+H+;104.049541666667:[C7H6N]+;105.044757142857:[C6H4N2]+H+;119.060475:[C7H4N2+2H]+H+;130.04005:[C7H5N3-H]+;130.0652:[C9H8N]+;131.07295:[C9H8N]+H+;147.0554:[C8H7N2O]+;160.087069230769:[C9H8N3+H]+H+
1.7037468897212888,187.074554,C=1C=CN2C(C1)=C3CCN=C(C3=N2)O,ZIXZQPPTHFEHKV-UHFFFAOYSA-N,1.57951;1.355;0.22451,18,21,"InChI=1S/C10H9N3O/c14-10-9-7(4-5-11-10)8-3-1-2-6-13(8)12-9/h1-3,6H,4-5H2,(H,11,14)",2,32966215,53.03852_55.0;57.0447285714286_93.0;65.0386_116.0;77.0386_884.0;85.0396545454545_17.0;91.0542714285714_123.0;92.0494875_377.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;105.069975_12.0;110.060033333333_7.0;119.060475_631.0;130.04005_11.0;130.0652_49.0;131.07295_24.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,ZIXZQPPTHFEHKV,320.95915897620796,C10H9N3O,0.2629989802859136,1225.0;2650.0;1838.0;2185.0;1469.0;2142.0;1469.0;1469.0;1369.0;1572.0;2143.0;2285.0;1573.0;1684.0;1675.0;1675.0;1061.0;1061.0,53.03852:[C4H4]+H+;57.0447285714286:[C2H2N2+2H]+H+;65.0386:[C5H4]+H+;77.0386:[C6H5]+;85.0396545454545:[C3H3N2O+H]+H+;91.0542714285714:[C7H7]+;92.0494875:[C6H4N+H]+H+;103.041733333333:[C7H6N-H]+;104.049541666667:[C7H6N]+;105.044757142857:[C6H4N2]+H+;105.069975:[C8H8]+H+;110.060033333333:[C6H6NO+H]+H+;119.060475:[C7H6N2]+H+;130.04005:[C7H5N3-H]+;130.0652:[C9H8N]+;131.07295:[C9H8N]+H+;147.0554:[C8H5N2O+H]+H+;160.087069230769:[C9H8N3+H]+H+
1.7023888617233598,187.074554,C1=CC=C(C=C1)C2=C(N)N=CN=C2O,IQZHOLZVCUGIKO-UHFFFAOYSA-N,1.57951;1.902;0.32249,19,21,"InChI=1S/C10H9N3O/c11-9-8(10(14)13-6-12-9)7-4-2-1-3-5-7/h1-6H,(H3,11,12,13,14)",2,21503701,53.03852_55.0;57.0447285714286_93.0;65.0386_116.0;77.0386_884.0;81.03345_12.0;85.0396545454545_17.0;91.0542714285714_123.0;92.0494875_377.0;95.04925_112.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;110.060033333333_7.0;119.060475_631.0;130.04005_11.0;130.0652_49.0;131.07295_24.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,IQZHOLZVCUGIKO,325.60525367317996,C10H9N3O,0.2598855099644346,1224.0;1325.0;1224.0;348.0;1573.0;1674.0;1324.0;2449.0;808.0;2549.0;2449.0;2449.0;2650.0;2449.0;1531.0;1586.0;1686.0;1629.0;1325.0,53.03852:[C4H4]+H+;57.0447285714286:[C2H3N2+H]+H+;65.0386:[C5H5]+;77.0386:[C6H5]+;81.03345:[C3H3N3]+;85.0396545454545:[C3H3N2O+H]+H+;91.0542714285714:[C7H5+H]+H+;92.0494875:[C6H5N]+H+;95.04925:[C4H3N3+H]+H+;103.041733333333:[C7H6N-H]+;104.049541666667:[C7H6N]+;105.044757142857:[C6H5N2]+;110.060033333333:[C6H5NO+2H]+H+;119.060475:[C7H6N2]+H+;130.04005:[C9H6O]+;130.0652:[C9H7N]+H+;131.07295:[C9H7N+H]+H+;147.0554:[C8H5N2O+H]+H+;160.087069230769:[C9H8N3+H]+H+
1.6996562730737281,187.074554,CC(=NC1=CC2=CC=CC=C2N=N1)O,SZZBUUKEZLGWNY-UHFFFAOYSA-N,1.57951;1.579;5.1E-4,17,21,"InChI=1S/C10H9N3O/c1-7(14)11-10-6-8-4-2-3-5-9(8)12-13-10/h2-6H,1H3,(H,11,13,14)",2,29781708,53.03852_55.0;65.0386_116.0;77.0386_884.0;81.03345_12.0;85.0396545454545_17.0;91.0542714285714_123.0;92.0494875_377.0;95.04925_112.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;110.060033333333_7.0;119.060475_631.0;130.04005_11.0;142.0652_9.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,SZZBUUKEZLGWNY,314.1216197356976,C10H9N3O,0.26596150463453744,1224.0;1836.0;1225.0;1585.0;1021.0;1325.0;1121.0;1585.0;1021.0;1021.0;1225.0;1937.0;1325.0;1684.0;1586.0;1733.0;1784.0,53.03852:[C4H4]+H+;65.0386:[C5H4]+H+;77.0386:[C6H4]+H+;81.03345:[C3H3N3]+;85.0396545454545:[C3H4N2O]+H+;91.0542714285714:[C7H5+H]+H+;92.0494875:[C6H4N+H]+H+;95.04925:[C4H4N3]+H+;103.041733333333:[C7H5N]+;104.049541666667:[C7H5N]+H+;105.044757142857:[C6H4N2]+H+;110.060033333333:[C6H6NO+H]+H+;119.060475:[C7H5N2+H]+H+;130.04005:[C7H5N3-H]+;142.0652:[C10H8N]+;147.0554:[C8H8N2O-H]+;160.087069230769:[C9H7N3+2H]+H+
1.6981347479836284,187.074554,C=1C=C(C=CC1C=2C=CC(=N)NN2)O,IKJWHPHRYHBUMD-UHFFFAOYSA-N,1.57951;2.359;0.77949,19,21,"InChI=1S/C10H9N3O/c11-10-6-5-9(12-13-10)7-1-3-8(14)4-2-7/h1-6,14H,(H2,11,13)",2,27920190,53.03852_55.0;57.0447285714286_93.0;65.0386_116.0;77.0386_884.0;81.03345_12.0;91.0542714285714_123.0;92.0494875_377.0;95.04925_112.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;105.069975_12.0;119.060475_631.0;130.04005_11.0;130.0652_49.0;131.07295_24.0;142.0652_9.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,IKJWHPHRYHBUMD,370.1442379517092,C10H9N3O,0.23236975410335078,1672.0;875.0;1572.0;708.0;1061.0;1521.0;1835.0;348.0;871.0;971.0;1692.0;2385.0;1113.0;1061.0;971.0;1071.0;1278.0;917.0;1324.0,53.03852:[C4H3+H]+H+;57.0447285714286:[C2H3N2+H]+H+;65.0386:[C5H4]+H+;77.0386:[C6H4]+H+;81.03345:[C3H4N3-H]+;91.0542714285714:[C7H4+2H]+H+;92.0494875:[C6H4N+H]+H+;95.04925:[C4H4N3]+H+;103.041733333333:[C7H4N]+H+;104.049541666667:[C7H4N+H]+H+;105.044757142857:[C6H4N2]+H+;105.069975:[C8H6+2H]+H+;119.060475:[C7H5N2+H]+H+;130.04005:[C9H7O-H]+;130.0652:[C9H6N+H]+H+;131.07295:[C9H6N+2H]+H+;142.0652:[C10H7N]+H+;147.0554:[C8H7N2O]+;160.087069230769:[C9H8N3+H]+H+
1.6956435992731862,187.074554,C1=CC=NC(=C1)CC=2C=CC(=NN2)O,OAKLDVASALKSCV-UHFFFAOYSA-N,1.57951;0.943;0.63651,19,21,"InChI=1S/C10H9N3O/c14-10-5-4-9(12-13-10)7-8-3-1-2-6-11-8/h1-6H,7H2,(H,13,14)",2,2816848,53.03852_55.0;57.0447285714286_93.0;65.0386_116.0;77.0386_884.0;81.03345_12.0;85.0396545454545_17.0;92.0494875_377.0;95.04925_112.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;110.060033333333_7.0;119.060475_631.0;130.04005_11.0;130.0652_49.0;131.07295_24.0;142.0652_9.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,OAKLDVASALKSCV,350.97570166254667,C10H9N3O,0.24306240049335567,1225.0;1773.0;1573.0;1674.0;1574.0;1325.0;348.0;2549.0;1325.0;1225.0;1585.0;2447.0;1021.0;1684.0;1225.0;1225.0;1586.0;1225.0;1325.0,53.03852:[C4H4]+H+;57.0447285714286:[C2H2N2+2H]+H+;65.0386:[C5H5]+;77.0386:[C6H6-H]+;81.03345:[C5H5O]+;85.0396545454545:[C3H3N2O+H]+H+;92.0494875:[C6H6N]+;95.04925:[C4H3N3+H]+H+;103.041733333333:[C7H6N-H]+;104.049541666667:[C7H6N]+;105.044757142857:[C6H4N2]+H+;110.060033333333:[C6H5NO+2H]+H+;119.060475:[C7H6N2]+H+;130.04005:[C7H5N3-H]+;130.0652:[C9H8N]+;131.07295:[C9H8N]+H+;142.0652:[C10H8N]+;147.0554:[C8H7N2O]+;160.087069230769:[C9H8N3+H]+H+
1.6953341010079637,187.074554,C1=CC=NC(=C1)C2=CC(=C(N=C2)O)N,OTIZLYDEBSAMGZ-UHFFFAOYSA-N,1.57951;1.481;0.09851,17,21,"InChI=1S/C10H9N3O/c11-8-5-7(6-13-10(8)14)9-3-1-2-4-12-9/h1-6H,11H2,(H,13,14)",2,15121517,53.03852_55.0;57.0447285714286_93.0;65.0386_116.0;77.0386_884.0;85.0396545454545_17.0;91.0542714285714_123.0;92.0494875_377.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;110.060033333333_7.0;119.060475_631.0;130.04005_11.0;130.0652_49.0;131.07295_24.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,OTIZLYDEBSAMGZ,313.1483193016437,C10H9N3O,0.2653885439933636,1225.0;1785.0;1574.0;2450.0;1224.0;2550.0;1324.0;1224.0;1224.0;1585.0;2651.0;1325.0;1684.0;1630.0;1730.0;1224.0;1325.0,53.03852:[C4H4]+H+;57.0447285714286:[C2H2N2+2H]+H+;65.0386:[C5H4]+H+;77.0386:[C6H4]+H+;85.0396545454545:[C3H4N2O]+H+;91.0542714285714:[C7H5+H]+H+;92.0494875:[C6H4N+H]+H+;103.041733333333:[C7H5N]+;104.049541666667:[C7H5N]+H+;105.044757142857:[C6H4N2]+H+;110.060033333333:[C6H5NO+2H]+H+;119.060475:[C7H5N2+H]+H+;130.04005:[C7H5N3-H]+;130.0652:[C9H6N+H]+H+;131.07295:[C9H6N+2H]+H+;147.0554:[C8H6N2O]+H+;160.087069230769:[C9H8N3+H]+H+
1.6941567205786816,187.074554,C1=CC2=C(C=C1O)NCC3=NC=CN23,HNVUVPWBSNSMTQ-UHFFFAOYSA-N,1.57951;1.764;0.18449,15,21,"InChI=1S/C10H9N3O/c14-7-1-2-9-8(5-7)12-6-10-11-3-4-13(9)10/h1-5,12,14H,6H2",2,24215687,53.03852_55.0;57.0447285714286_93.0;65.0386_116.0;77.0386_884.0;81.03345_12.0;92.0494875_377.0;95.04925_112.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;110.060033333333_7.0;119.060475_631.0;130.04005_11.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,HNVUVPWBSNSMTQ,315.03534846640315,C10H9N3O,0.2639575541495393,1684.0;1631.0;1934.0;1070.0;1529.0;1070.0;610.0;1113.0;1013.0;1529.0;1572.0;1529.0;1977.0;1226.0;1324.0,53.03852:[C4H3+H]+H+;57.0447285714286:[C2H3N2+H]+H+;65.0386:[C5H3+H]+H+;77.0386:[C6H3+H]+H+;81.03345:[C5H4O]+H+;92.0494875:[C6H4N+H]+H+;95.04925:[C4H5N3]+;103.041733333333:[C7H6N-H]+;104.049541666667:[C7H6N]+;105.044757142857:[C6H5N2]+;110.060033333333:[C6H7NO]+H+;119.060475:[C7H6N2]+H+;130.04005:[C7H5N3-H]+;147.0554:[C8H7N2O]+;160.087069230769:[C9H8N3+H]+H+
1.6921855122757594,187.074554,C1=CC=C(C=C1)C2=CNN=C2C(N)=O,QCAFFECRPNKCLM-UHFFFAOYSA-N,1.57951;1.884;0.30449,19,21,"InChI=1S/C10H9N3O/c11-10(14)9-8(6-12-13-9)7-4-2-1-3-5-7/h1-6H,(H2,11,14)(H,12,13)",2,30648654,53.03852_55.0;57.0447285714286_93.0;65.0386_116.0;77.0386_884.0;81.03345_12.0;85.0396545454545_17.0;91.0542714285714_123.0;92.0494875_377.0;95.04925_112.0;103.041733333333_15.0;104.049541666667_999.0;105.044757142857_271.0;119.060475_631.0;130.04005_11.0;130.0652_49.0;131.07295_24.0;142.0652_9.0;147.0554_3.0;160.087069230769_999.0,N,UHFFFAOYSA,QCAFFECRPNKCLM,319.92268811579663,C10H9N3O,0.2605380910432486,1224.0;1772.0;1224.0;348.0;2067.0;1569.0;1324.0;2245.0;1091.0;2345.0;2245.0;1572.0;1672.0;1530.0;1370.0;1470.0;1969.0;1629.0;2067.0,53.03852:[C4H4]+H+;57.0447285714286:[C2H2N2+2H]+H+;65.0386:[C5H5]+;77.0386:[C6H5]+;81.03345:[C3H4N3-H]+;85.0396545454545:[C3H2N2O+2H]+H+;91.0542714285714:[C7H5+H]+H+;92.0494875:[C6H5N]+H+;95.04925:[C4H4N3]+H+;103.041733333333:[C7H6N-H]+;104.049541666667:[C7H6N]+;105.044757142857:[C6H4N2]+H+;119.060475:[C7H5N2+H]+H+;130.04005:[C9H5O]+H+;130.0652:[C9H7N]+H+;131.07295:[C9H7N+H]+H+;142.0652:[C10H8N]+;147.0554:[C8H5N2O+H]+H+;160.087069230769:[C9H8N3+H]+H+
