D,k,sample,set,top1,top10,top20,top3,top5,topk_auc
0.0,,0,test,0.0,26.153846153846157,29.230769230769234,10.76923076923077,13.846153846153847,0.21923076923076923
0.0,,0,test,3.076923076923077,36.92307692307693,40.0,16.923076923076923,26.153846153846157,0.3161538461538462
0.0,,0,test,7.6923076923076925,43.07692307692308,49.23076923076923,26.153846153846157,35.38461538461539,0.39692307692307693
0.0,,0,test,9.230769230769232,52.307692307692314,58.46153846153847,29.230769230769234,41.53846153846154,0.4707692307692308
0.0,,0,test,16.923076923076923,64.61538461538461,72.3076923076923,41.53846153846154,55.38461538461539,0.6053846153846154
0.0,,1,test,6.153846153846154,29.230769230769234,35.38461538461539,20.0,23.076923076923077,0.2815384615384615
0.0,,1,test,13.846153846153847,35.38461538461539,43.07692307692308,27.692307692307693,30.76923076923077,0.3507692307692308
0.0,,1,test,16.923076923076923,43.07692307692308,52.307692307692314,29.230769230769234,35.38461538461539,0.41615384615384615
0.0,,1,test,21.53846153846154,52.307692307692314,61.53846153846154,33.84615384615385,46.15384615384615,0.5030769230769231
0.0,,1,test,27.692307692307693,60.0,72.3076923076923,38.46153846153847,53.84615384615385,0.5915384615384616
0.0,,2,test,9.230769230769232,33.84615384615385,38.46153846153847,23.076923076923077,24.615384615384617,0.3192307692307692
0.0,,2,test,13.846153846153847,44.61538461538462,49.23076923076923,24.615384615384617,35.38461538461539,0.40615384615384614
0.0,,2,test,15.384615384615385,52.307692307692314,56.92307692307692,30.76923076923077,43.07692307692308,0.4815384615384615
0.0,,2,test,18.461538461538463,58.46153846153847,64.61538461538461,38.46153846153847,52.307692307692314,0.5538461538461539
0.0,,2,test,24.615384615384617,67.6923076923077,73.84615384615385,44.61538461538462,61.53846153846154,0.6369230769230769
0.0,,3,test,4.615384615384616,21.53846153846154,23.076923076923077,13.846153846153847,15.384615384615385,0.19153846153846155
0.0,,3,test,9.230769230769232,24.615384615384617,27.692307692307693,15.384615384615385,20.0,0.23461538461538461
0.0,,3,test,18.461538461538463,32.30769230769231,35.38461538461539,23.076923076923077,27.692307692307693,0.3130769230769231
0.0,,3,test,21.53846153846154,41.53846153846154,47.69230769230769,29.230769230769234,36.92307692307693,0.4076923076923077
0.0,,3,test,26.153846153846157,56.92307692307692,64.61538461538461,41.53846153846154,50.76923076923077,0.5461538461538461
0.0,,4,test,4.615384615384616,18.461538461538463,20.0,13.846153846153847,15.384615384615385,0.17153846153846153
0.0,,4,test,9.230769230769232,27.692307692307693,32.30769230769231,20.0,24.615384615384617,0.2676923076923077
0.0,,4,test,13.846153846153847,33.84615384615385,43.07692307692308,23.076923076923077,30.76923076923077,0.34692307692307695
0.0,,4,test,18.461538461538463,43.07692307692308,53.84615384615385,27.692307692307693,36.92307692307693,0.4338461538461538
0.0,,4,test,23.076923076923077,60.0,70.76923076923077,41.53846153846154,53.84615384615385,0.59
0.0,,5,test,7.6923076923076925,27.692307692307693,35.38461538461539,16.923076923076923,21.53846153846154,0.2692307692307692
0.0,,5,test,15.384615384615385,36.92307692307693,44.61538461538462,24.615384615384617,30.76923076923077,0.3523076923076923
0.0,,5,test,15.384615384615385,43.07692307692308,50.76923076923077,30.76923076923077,41.53846153846154,0.4176923076923077
0.0,,5,test,16.923076923076923,53.84615384615385,64.61538461538461,40.0,50.76923076923077,0.5276923076923077
0.0,,5,test,24.615384615384617,63.07692307692307,72.3076923076923,49.23076923076923,60.0,0.62
0.0,,6,test,4.615384615384616,24.615384615384617,30.76923076923077,10.76923076923077,16.923076923076923,0.22615384615384615
0.0,,6,test,7.6923076923076925,30.76923076923077,40.0,16.923076923076923,23.076923076923077,0.2953846153846154
0.0,,6,test,12.307692307692308,41.53846153846154,49.23076923076923,21.53846153846154,32.30769230769231,0.38076923076923075
0.0,,6,test,20.0,53.84615384615385,63.07692307692307,32.30769230769231,44.61538461538462,0.5076923076923077
0.0,,6,test,24.615384615384617,64.61538461538461,73.84615384615385,41.53846153846154,55.38461538461539,0.61
0.0,,7,test,6.153846153846154,26.153846153846157,32.30769230769231,18.461538461538463,21.53846153846154,0.2592307692307692
0.0,,7,test,10.76923076923077,35.38461538461539,41.53846153846154,26.153846153846157,32.30769230769231,0.34615384615384615
0.0,,7,test,15.384615384615385,47.69230769230769,55.38461538461539,35.38461538461539,44.61538461538462,0.4653846153846154
0.0,,7,test,21.53846153846154,58.46153846153847,64.61538461538461,43.07692307692308,52.307692307692314,0.5553846153846154
0.0,,7,test,27.692307692307693,69.23076923076923,75.38461538461539,50.76923076923077,61.53846153846154,0.6530769230769231
0.0,,8,test,7.6923076923076925,26.153846153846157,32.30769230769231,16.923076923076923,21.53846153846154,0.2553846153846154
0.0,,8,test,10.76923076923077,30.76923076923077,38.46153846153847,23.076923076923077,26.153846153846157,0.30923076923076925
0.0,,8,test,15.384615384615385,43.07692307692308,50.76923076923077,30.76923076923077,35.38461538461539,0.41923076923076924
0.0,,8,test,16.923076923076923,52.307692307692314,60.0,33.84615384615385,41.53846153846154,0.4930769230769231
0.0,,8,test,23.076923076923077,64.61538461538461,73.84615384615385,43.07692307692308,53.84615384615385,0.6169230769230769
0.0,,9,test,1.5384615384615385,24.615384615384617,30.76923076923077,10.76923076923077,16.923076923076923,0.2246153846153846
0.0,,9,test,3.076923076923077,30.76923076923077,35.38461538461539,16.923076923076923,24.615384615384617,0.27615384615384614
0.0,,9,test,9.230769230769232,40.0,44.61538461538462,23.076923076923077,32.30769230769231,0.3669230769230769
0.0,,9,test,13.846153846153847,46.15384615384615,55.38461538461539,27.692307692307693,38.46153846153847,0.4423076923076923
0.0,,9,test,18.461538461538463,52.307692307692314,61.53846153846154,32.30769230769231,43.07692307692308,0.49923076923076926
0.0,,10,test,6.153846153846154,30.76923076923077,38.46153846153847,18.461538461538463,20.0,0.28923076923076924
0.0,,10,test,9.230769230769232,38.46153846153847,43.07692307692308,26.153846153846157,27.692307692307693,0.35
0.0,,10,test,10.76923076923077,49.23076923076923,52.307692307692314,35.38461538461539,38.46153846153847,0.4461538461538462
0.0,,10,test,13.846153846153847,56.92307692307692,64.61538461538461,36.92307692307693,43.07692307692308,0.5223076923076924
0.0,,10,test,18.461538461538463,63.07692307692307,72.3076923076923,43.07692307692308,49.23076923076923,0.5938461538461538
0.0,,11,test,9.230769230769232,24.615384615384617,32.30769230769231,15.384615384615385,23.076923076923077,0.25384615384615383
0.0,,11,test,16.923076923076923,33.84615384615385,44.61538461538462,23.076923076923077,29.230769230769234,0.34307692307692306
0.0,,11,test,20.0,40.0,53.84615384615385,27.692307692307693,35.38461538461539,0.41
0.0,,11,test,24.615384615384617,52.307692307692314,66.15384615384615,40.0,47.69230769230769,0.53
0.0,,11,test,27.692307692307693,64.61538461538461,73.84615384615385,49.23076923076923,60.0,0.6284615384615385
0.0,,12,test,4.615384615384616,24.615384615384617,32.30769230769231,20.0,21.53846153846154,0.24769230769230768
0.0,,12,test,10.76923076923077,32.30769230769231,40.0,26.153846153846157,26.153846153846157,0.3176923076923077
0.0,,12,test,15.384615384615385,43.07692307692308,46.15384615384615,30.76923076923077,35.38461538461539,0.3992307692307692
0.0,,12,test,20.0,53.84615384615385,58.46153846153847,40.0,47.69230769230769,0.5138461538461538
0.0,,12,test,26.153846153846157,61.53846153846154,67.6923076923077,43.07692307692308,55.38461538461539,0.5915384615384616
0.0,,13,test,4.615384615384616,27.692307692307693,32.30769230769231,16.923076923076923,20.0,0.25461538461538463
0.0,,13,test,10.76923076923077,32.30769230769231,38.46153846153847,26.153846153846157,27.692307692307693,0.31846153846153846
0.0,,13,test,16.923076923076923,43.07692307692308,52.307692307692314,33.84615384615385,36.92307692307693,0.4307692307692308
0.0,,13,test,20.0,56.92307692307692,63.07692307692307,40.0,49.23076923076923,0.55
0.0,,13,test,21.53846153846154,58.46153846153847,64.61538461538461,43.07692307692308,52.307692307692314,0.5661538461538461
0.0,,14,test,6.153846153846154,33.84615384615385,40.0,21.53846153846154,24.615384615384617,0.3123076923076923
0.0,,14,test,13.846153846153847,38.46153846153847,46.15384615384615,24.615384615384617,30.76923076923077,0.36923076923076925
0.0,,14,test,16.923076923076923,47.69230769230769,58.46153846153847,32.30769230769231,41.53846153846154,0.4707692307692308
0.0,,14,test,26.153846153846157,53.84615384615385,64.61538461538461,38.46153846153847,47.69230769230769,0.536923076923077
