n_ms2rt_tuples,sample,n_cand_tot,n_cand_med,n_cand_avg,n_cand_max,training_time,scoring_time
15,0,1163,52.0,77.53333333333333,290,5.304158449172974,0.5111358165740967
30,0,7566,96.0,252.2,1630,23.796951055526733,2.736515522003174
45,0,19560,104.0,434.6666666666667,4402,105.73407196998596,12.308061122894287
60,0,26087,127.5,434.78333333333336,4402,132.85822796821594,16.147135019302368
75,0,32966,142.0,439.5466666666667,4402,173.60312747955322,21.981589555740356
15,1,10800,200.0,720.0,4402,81.47446274757385,9.778502941131592
30,1,16233,108.5,541.1,4402,103.32975816726685,12.055994749069214
45,1,23124,104.0,513.8666666666667,4402,133.11762380599976,16.828550100326538
60,1,27409,125.5,456.81666666666666,4402,177.65161228179932,20.653460264205933
75,1,34561,118.0,460.81333333333333,4402,199.90491580963135,22.90880584716797
15,2,1624,84.0,108.26666666666667,424,4.505683898925781,0.6999020576477051
30,2,10267,93.0,342.23333333333335,2370,41.85610604286194,4.8026933670043945
45,2,16260,85.0,361.3333333333333,2370,77.73882341384888,8.949329376220703
60,2,21871,106.0,364.51666666666665,2786,104.72061920166016,11.805148124694824
75,2,30297,85.0,403.96,3152,150.96051239967346,17.195496320724487
15,3,6036,100.0,402.4,3152,22.142253637313843,2.7555460929870605
30,3,13129,163.0,437.6333333333333,3152,59.83119249343872,6.898451805114746
45,3,18427,185.0,409.4888888888889,3152,91.06020426750183,10.772627115249634
60,3,31341,198.0,522.35,4402,209.79554319381714,24.911509037017822
75,3,36512,199.0,486.82666666666665,4402,230.30793070793152,27.2346248626709
15,4,6845,52.0,456.3333333333333,3152,29.64733910560608,4.369106769561768
30,4,17243,105.5,574.7666666666667,3152,125.6670753955841,14.452830791473389
45,4,20023,101.0,444.9555555555556,3152,100.0823769569397,11.953182458877563
60,4,27115,162.0,451.9166666666667,3152,135.91104769706726,15.434009075164795
75,4,40041,217.0,533.88,3152,258.104909658432,29.68006706237793
15,5,5030,104.0,335.3333333333333,2786,14.295814275741577,1.7225089073181152
30,5,9134,102.0,304.46666666666664,2786,31.183907985687256,3.8118042945861816
45,5,13837,85.0,307.4888888888889,2786,52.99775576591492,5.426424026489258
60,5,19106,102.5,318.43333333333334,2786,77.24482727050781,8.550296545028687
75,5,32856,104.0,438.08,4402,182.0995740890503,21.641098499298096
15,6,10938,185.0,729.2,2786,80.21939206123352,9.182279586791992
30,6,16499,115.5,549.9666666666667,2786,107.31817483901978,12.198757886886597
45,6,19768,111.0,439.2888888888889,2786,101.88925361633301,12.027366399765015
60,6,24781,106.5,413.01666666666665,2786,130.25357174873352,14.796633005142212
75,6,30207,101.0,402.76,2786,149.66209483146667,17.195706844329834
15,7,7857,217.0,523.8,2370,39.25505566596985,4.9028143882751465
30,7,11780,121.5,392.6666666666667,2370,53.231794118881226,6.025209426879883
45,7,15856,138.0,352.35555555555555,2370,70.61812281608582,7.760089635848999
60,7,22842,140.0,380.7,2786,108.47281074523926,12.518842220306396
75,7,31645,138.0,421.93333333333334,3152,168.3277463912964,19.28587055206299
15,8,3890,30.0,259.3333333333333,1400,11.228792428970337,1.2612745761871338
30,8,10938,79.0,364.6,2579,41.375048875808716,5.079981565475464
