D,k,sample,set,top1,top10,top20,top3,top5,topk_auc
0.0,,90,test,5.0,26.0,30.0,11.0,17.0,0.2275
0.0,,90,test,8.0,36.0,42.0,23.0,30.0,0.3355
0.0,,90,test,11.0,50.0,56.99999999999999,31.0,42.0,0.4615
0.0,,90,test,16.0,61.0,67.0,43.0,54.0,0.564
0.0,,90,test,21.0,75.0,82.0,55.00000000000001,68.0,0.7
0.0,,91,test,2.0,22.0,25.0,9.0,13.0,0.1935
0.0,,91,test,6.0,34.0,39.0,18.0,27.0,0.3135
0.0,,91,test,10.0,47.0,51.0,27.0,37.0,0.421
0.0,,91,test,12.0,55.00000000000001,63.0,36.0,47.0,0.514
0.0,,91,test,16.0,66.0,76.0,44.0,56.00000000000001,0.617
0.0,,92,test,2.0,22.0,28.000000000000004,10.0,14.000000000000002,0.1955
0.0,,92,test,6.0,33.0,38.0,19.0,26.0,0.3005
0.0,,92,test,12.0,46.0,51.0,32.0,40.0,0.4245
0.0,,92,test,17.0,56.00000000000001,62.0,39.0,46.0,0.5185
0.0,,92,test,21.0,69.0,74.0,48.0,56.00000000000001,0.632
0.0,,93,test,2.0,19.0,25.0,6.0,11.0,0.1685
0.0,,93,test,4.0,34.0,39.0,17.0,23.0,0.296
0.0,,93,test,9.0,47.0,49.0,28.999999999999996,38.0,0.4125
0.0,,93,test,18.0,61.0,65.0,43.0,53.0,0.564
0.0,,93,test,23.0,73.0,78.0,53.0,65.0,0.6835
0.0,,94,test,3.0,22.0,26.0,13.0,15.0,0.2
0.0,,94,test,5.0,35.0,41.0,22.0,28.000000000000004,0.325
0.0,,94,test,12.0,47.0,52.0,34.0,40.0,0.439
0.0,,94,test,17.0,61.0,66.0,42.0,50.0,0.5615
0.0,,94,test,21.0,72.0,77.0,50.0,59.0,0.6605
0.0,,95,test,3.0,24.0,28.000000000000004,8.0,14.000000000000002,0.2085
0.0,,95,test,12.0,37.0,40.0,21.0,30.0,0.337
0.0,,95,test,17.0,46.0,52.0,28.999999999999996,39.0,0.425
0.0,,95,test,18.0,57.99999999999999,65.0,42.0,52.0,0.541
0.0,,95,test,23.0,72.0,82.0,51.0,63.0,0.67
0.0,,96,test,2.0,22.0,28.000000000000004,9.0,13.0,0.1965
0.0,,96,test,3.0,35.0,42.0,15.0,24.0,0.308
0.0,,96,test,10.0,48.0,55.00000000000001,30.0,38.0,0.437
0.0,,96,test,13.0,60.0,66.0,38.0,47.0,0.539
0.0,,96,test,16.0,70.0,76.0,45.0,57.99999999999999,0.633
0.0,,97,test,2.0,16.0,20.0,6.0,10.0,0.1425
0.0,,97,test,3.0,25.0,34.0,10.0,18.0,0.235
0.0,,97,test,8.0,39.0,50.0,21.0,30.0,0.3665
0.0,,97,test,10.0,50.0,60.0,31.0,42.0,0.4645
0.0,,97,test,13.0,63.0,76.0,40.0,52.0,0.589
0.0,,98,test,4.0,24.0,28.000000000000004,8.0,17.0,0.2175
0.0,,98,test,7.000000000000001,33.0,41.0,19.0,26.0,0.3185
0.0,,98,test,13.0,46.0,52.0,31.0,37.0,0.4305
0.0,,98,test,16.0,56.00000000000001,63.0,39.0,48.0,0.531
0.0,,98,test,20.0,69.0,77.0,49.0,57.99999999999999,0.646
0.0,,99,test,2.0,18.0,24.0,8.0,11.0,0.1675
0.0,,99,test,6.0,28.999999999999996,39.0,14.000000000000002,21.0,0.2755
0.0,,99,test,11.0,42.0,55.00000000000001,22.0,32.0,0.4
0.0,,99,test,19.0,56.99999999999999,68.0,38.0,50.0,0.5445
0.0,,99,test,23.0,74.0,85.0,51.0,66.0,0.7
